source,provenance,dataset,model,condition,experiment,tokens,params,budget,loss
ml_scalefit,chinchilla,massivetext,chinchilla,,ml_scalefit__massivetext__chinchilla,2687512828.693007,1793809771.8797748,3e+19,2.836974331044393
ml_scalefit,chinchilla,massivetext,chinchilla,,ml_scalefit__massivetext__chinchilla,2950707594.320745,1609079694.5377884,3e+19,2.8242551231206
ml_scalefit,chinchilla,massivetext,chinchilla,,ml_scalefit__massivetext__chinchilla,3385868962.8797274,1429233255.0769129,3e+19,2.8031746497396575
ml_scalefit,chinchilla,massivetext,chinchilla,,ml_scalefit__massivetext__chinchilla,3849866135.507468,1265593427.6849065,3e+19,2.7697776574701383
ml_scalefit,chinchilla,massivetext,chinchilla,,ml_scalefit__massivetext__chinchilla,6071545031.723877,1609079694.5377884,6e+19,2.6599757580335908
ml_scalefit,chinchilla,massivetext,chinchilla,,ml_scalefit__massivetext__chinchilla,6778288218.783703,1429233255.0769129,6e+19,2.6599757580335908
ml_scalefit,chinchilla,massivetext,chinchilla,,ml_scalefit__massivetext__chinchilla,7712048207.485184,1265593427.6849065,6e+19,2.6480441566036577
ml_scalefit,chinchilla,massivetext,chinchilla,,ml_scalefit__massivetext__chinchilla,3297533758.5559154,278352106.50014794,6e+18,3.07143034313885
ml_scalefit,chinchilla,massivetext,chinchilla,,ml_scalefit__massivetext__chinchilla,5349875520.4024725,174942805.3902319,6e+18,3.048504933511402
ml_scalefit,chinchilla,massivetext,chinchilla,,ml_scalefit__massivetext__chinchilla,6442497798.9577875,139739645.58438575,6e+18,3.0576531188301495
ml_scalefit,chinchilla,massivetext,chinchilla,,ml_scalefit__massivetext__chinchilla,13025761903.49002,73824671.6486735,6e+18,3.094521210858053
ml_scalefit,chinchilla,massivetext,chinchilla,,ml_scalefit__massivetext__chinchilla,16860179357.421824,57334197.40687078,6e+18,3.1601132738955617
ml_scalefit,chinchilla,massivetext,chinchilla,,ml_scalefit__massivetext__chinchilla,4900291792.711656,216725296.4700179,6e+18,3.021224272849423
ml_scalefit,chinchilla,massivetext,chinchilla,,ml_scalefit__massivetext__chinchilla,5561157006.26423,305636065.37064266,1e+19,2.914521190461052
ml_scalefit,chinchilla,massivetext,chinchilla,,ml_scalefit__massivetext__chinchilla,5565619702.401144,278352369.6679022,1e+19,2.940838357413416
ml_scalefit,chinchilla,massivetext,chinchilla,,ml_scalefit__massivetext__chinchilla,8064625869.022058,12568979685.05218,6e+20,2.524086450542411
ml_scalefit,chinchilla,massivetext,chinchilla,,ml_scalefit__massivetext__chinchilla,4185153483.960817,1143252764.7111204,3e+19,2.757359717151634
ml_scalefit,chinchilla,massivetext,chinchilla,,ml_scalefit__massivetext__chinchilla,4732512885.643323,1017959646.461467,3e+19,2.7449912897159163
ml_scalefit,chinchilla,massivetext,chinchilla,,ml_scalefit__massivetext__chinchilla,5764842671.789718,816342071.6917455,3e+19,2.7697776574701383
ml_scalefit,chinchilla,massivetext,chinchilla,,ml_scalefit__massivetext__chinchilla,7340337614.699107,632224418.5008065,3e+19,2.736778556603052
ml_scalefit,chinchilla,massivetext,chinchilla,,ml_scalefit__massivetext__chinchilla,8025061823.649483,586598605.8059111,3e+19,2.736778556603052
ml_scalefit,chinchilla,massivetext,chinchilla,,ml_scalefit__massivetext__chinchilla,8332821541.279667,552482124.612811,3e+19,2.7449912897159163
ml_scalefit,chinchilla,massivetext,chinchilla,,ml_scalefit__massivetext__chinchilla,8344616805.091924,1143252764.7111204,6e+19,2.616495387341047
ml_scalefit,chinchilla,massivetext,chinchilla,,ml_scalefit__massivetext__chinchilla,11397299910.773767,816341685.7870721,6e+19,2.628284835801397
ml_scalefit,chinchilla,massivetext,chinchilla,,ml_scalefit__massivetext__chinchilla,15184255450.624891,632224269.06689,6e+19,2.640121479394902
ml_scalefit,chinchilla,massivetext,chinchilla,,ml_scalefit__massivetext__chinchilla,22255379345.352547,424609581.1910424,6e+19,2.6599757580335908
ml_scalefit,chinchilla,massivetext,chinchilla,,ml_scalefit__massivetext__chinchilla,9701474632.412956,1592872901.2321882,1e+20,2.6086671008223323
ml_scalefit,chinchilla,massivetext,chinchilla,,ml_scalefit__massivetext__chinchilla,11076167303.840559,1609079694.5377884,1e+20,2.5969714788717795
ml_scalefit,chinchilla,massivetext,chinchilla,,ml_scalefit__massivetext__chinchilla,4942760196.716388,305635704.16684055,1e+19,2.9496634486869637
ml_scalefit,chinchilla,massivetext,chinchilla,,ml_scalefit__massivetext__chinchilla,5484618680.273423,278352106.50014794,1e+19,2.940838357413416
ml_scalefit,chinchilla,massivetext,chinchilla,,ml_scalefit__massivetext__chinchilla,8909294720.755877,174942805.3902319,1e+19,2.940838357413416
ml_scalefit,chinchilla,massivetext,chinchilla,,ml_scalefit__massivetext__chinchilla,10823481093.385878,139739645.58438575,1e+19,2.976297938663035
ml_scalefit,chinchilla,massivetext,chinchilla,,ml_scalefit__massivetext__chinchilla,6872663606.136138,663957062.9504797,3e+19,2.7449912897159163
ml_scalefit,chinchilla,massivetext,chinchilla,,ml_scalefit__massivetext__chinchilla,7339807939.215273,632224418.5008065,3e+19,2.736778556603052
ml_scalefit,chinchilla,massivetext,chinchilla,,ml_scalefit__massivetext__chinchilla,7536416536.360542,724283353.8088524,3e+19,2.724508563490356
ml_scalefit,chinchilla,massivetext,chinchilla,,ml_scalefit__massivetext__chinchilla,7776291425.714669,116713582.06850936,6e+18,3.07143034313885
ml_scalefit,chinchilla,massivetext,chinchilla,,ml_scalefit__massivetext__chinchilla,9514050970.098192,174943053.48957258,1e+19,2.940838357413416
ml_scalefit,chinchilla,massivetext,chinchilla,,ml_scalefit__massivetext__chinchilla,13445910222.397472,12568994539.217417,1e+21,2.416772019301729
ml_scalefit,chinchilla,massivetext,chinchilla,,ml_scalefit__massivetext__chinchilla,14769734071.473562,11451830548.130594,1e+21,2.405931333857799
ml_scalefit,chinchilla,massivetext,chinchilla,,ml_scalefit__massivetext__chinchilla,7335853696.900373,6795609986.633339,3e+20,2.524086450542411
ml_scalefit,chinchilla,massivetext,chinchilla,,ml_scalefit__massivetext__chinchilla,11028674366.070913,4516062221.450261,3e+20,2.4569279142530447
ml_scalefit,chinchilla,massivetext,chinchilla,,ml_scalefit__massivetext__chinchilla,14784944214.56546,6795609986.633339,6e+20,2.405931333857799
ml_scalefit,chinchilla,massivetext,chinchilla,,ml_scalefit__massivetext__chinchilla,20764449108.439293,4516062221.450261,6e+20,2.387978623765955
ml_scalefit,chinchilla,massivetext,chinchilla,,ml_scalefit__massivetext__chinchilla,30163322120.186207,16183346310.7305,3e+21,2.286445840825226
ml_scalefit,chinchilla,massivetext,chinchilla,,ml_scalefit__massivetext__chinchilla,39437962329.91446,12568994539.217417,3e+21,2.265984744495722
ml_scalefit,chinchilla,massivetext,chinchilla,,ml_scalefit__massivetext__chinchilla,43940544048.78322,11451830548.130594,3e+21,2.265984744495722
ml_scalefit,chinchilla,massivetext,chinchilla,,ml_scalefit__massivetext__chinchilla,18254139558.46626,2979525397.676302,3e+20,2.434941196776266
ml_scalefit,chinchilla,massivetext,chinchilla,,ml_scalefit__massivetext__chinchilla,18154509927.060577,9293222062.867502,1e+21,2.3595282724312296
ml_scalefit,chinchilla,massivetext,chinchilla,,ml_scalefit__massivetext__chinchilla,22767697910.18702,6795609986.633339,1e+21,2.341916558626986
ml_scalefit,chinchilla,massivetext,chinchilla,,ml_scalefit__massivetext__chinchilla,36707976152.64299,4516062221.450261,1e+21,2.303640402958185
ml_scalefit,chinchilla,massivetext,chinchilla,,ml_scalefit__massivetext__chinchilla,36528146577.14632,4516062221.450261,1e+21,2.3209590623040324
ml_scalefit,chinchilla,massivetext,chinchilla,,ml_scalefit__massivetext__chinchilla,15420664230.992733,116713664.82856458,1e+19,2.9496634486869637
ml_scalefit,chinchilla,massivetext,chinchilla,,ml_scalefit__massivetext__chinchilla,12158794908.220528,424609882.2760728,3e+19,2.736778556603052
ml_scalefit,chinchilla,massivetext,chinchilla,,ml_scalefit__massivetext__chinchilla,13754193293.158922,663957219.884829,6e+19,2.628284835801397
ml_scalefit,chinchilla,massivetext,chinchilla,,ml_scalefit__massivetext__chinchilla,14476400569.264822,724283353.8088524,6e+19,2.616495387341047
ml_scalefit,chinchilla,massivetext,chinchilla,,ml_scalefit__massivetext__chinchilla,15065701053.498478,632224418.5008065,6e+19,2.628284835801397
ml_scalefit,chinchilla,massivetext,chinchilla,,ml_scalefit__massivetext__chinchilla,16366454371.281178,1017959646.461467,1e+20,2.554520985765487
ml_scalefit,chinchilla,massivetext,chinchilla,,ml_scalefit__massivetext__chinchilla,51578325680.33541,9293215473.171484,3e+21,2.2389878269109396
ml_scalefit,chinchilla,massivetext,chinchilla,,ml_scalefit__massivetext__chinchilla,70572174728.94025,6795606774.183874,3e+21,2.205693537488266
ml_scalefit,chinchilla,massivetext,chinchilla,,ml_scalefit__massivetext__chinchilla,110297433754.02626,4516059019.172614,3e+21,2.205693537488266
ml_scalefit,chinchilla,massivetext,chinchilla,,ml_scalefit__massivetext__chinchilla,14831606868.87042,305636065.37064266,3e+19,2.7449912897159163
ml_scalefit,chinchilla,massivetext,chinchilla,,ml_scalefit__massivetext__chinchilla,26730113234.142952,174942929.4398582,3e+19,2.8031746497396575
ml_scalefit,chinchilla,massivetext,chinchilla,,ml_scalefit__massivetext__chinchilla,31200914888.122765,1730544643.2295663,3e+20,2.4276561018218445
ml_scalefit,chinchilla,massivetext,chinchilla,,ml_scalefit__massivetext__chinchilla,33096752800.625744,2979523284.9358,6e+20,2.3595282724312296
ml_scalefit,chinchilla,massivetext,chinchilla,,ml_scalefit__massivetext__chinchilla,31257534210.71454,2979523284.9358,6e+20,2.3595282724312296
ml_scalefit,chinchilla,massivetext,chinchilla,,ml_scalefit__massivetext__chinchilla,48755133422.700165,2006674804.028572,6e+20,2.331416878272676
ml_scalefit,chinchilla,massivetext,chinchilla,,ml_scalefit__massivetext__chinchilla,36637766451.90856,2638632711.942659,6e+20,2.3489443598431987
ml_scalefit,chinchilla,massivetext,chinchilla,,ml_scalefit__massivetext__chinchilla,16409943744.655392,2979523284.9358,3e+20,2.434941196776266
ml_scalefit,chinchilla,massivetext,chinchilla,,ml_scalefit__massivetext__chinchilla,20084676096.543404,2282805960.0418572,3e+20,2.416772019301729
ml_scalefit,chinchilla,massivetext,chinchilla,,ml_scalefit__massivetext__chinchilla,24336928015.112755,2006674804.028572,3e+20,2.398733033445379
ml_scalefit,chinchilla,massivetext,chinchilla,,ml_scalefit__massivetext__chinchilla,78994313041.2275,6795606774.183874,3e+21,2.205693537488266
ml_scalefit,chinchilla,massivetext,chinchilla,,ml_scalefit__massivetext__chinchilla,37858824714.38524,1265594025.961862,3e+20,2.434941196776266
ml_scalefit,chinchilla,massivetext,chinchilla,,ml_scalefit__massivetext__chinchilla,23212348710.78956,424609882.2760728,6e+19,2.640121479394902
ml_scalefit,chinchilla,massivetext,chinchilla,,ml_scalefit__massivetext__chinchilla,28814882565.71395,632224717.3687463,1e+20,2.546878120316004
ml_scalefit,chinchilla,massivetext,chinchilla,,ml_scalefit__massivetext__chinchilla,32765390179.69967,162766111.163614,3e+19,2.790606978320643
ml_scalefit,chinchilla,massivetext,chinchilla,,ml_scalefit__massivetext__chinchilla,42984767243.94665,251069235.8890672,6e+19,2.6799733296868915
ml_scalefit,chinchilla,massivetext,chinchilla,,ml_scalefit__massivetext__chinchilla,25837376307.557674,1793812739.8036008,3e+20,2.4276561018218445
ml_scalefit,chinchilla,massivetext,chinchilla,,ml_scalefit__massivetext__chinchilla,33288022481.247932,1429235619.7955678,3e+20,2.405931333857799
ml_scalefit,chinchilla,massivetext,chinchilla,,ml_scalefit__massivetext__chinchilla,53967369949.23073,2979527510.4183035,1e+21,2.303640402958185
ml_scalefit,chinchilla,massivetext,chinchilla,,ml_scalefit__massivetext__chinchilla,61702722400.22457,2638636453.9830055,1e+21,2.286445840825226
ml_scalefit,chinchilla,massivetext,chinchilla,,ml_scalefit__massivetext__chinchilla,71032432497.30305,2282809197.457954,1e+21,2.2933071812951775
ml_scalefit,chinchilla,massivetext,chinchilla,,ml_scalefit__massivetext__chinchilla,81278023518.57716,2006678124.1453764,1e+21,2.303640402958185
ml_scalefit,chinchilla,massivetext,chinchilla,,ml_scalefit__massivetext__chinchilla,94821929363.87886,1730547097.4430106,1e+21,2.303640402958185
ml_scalefit,chinchilla,massivetext,chinchilla,,ml_scalefit__massivetext__chinchilla,54239014819.71255,1793812739.8036008,6e+20,2.3489443598431987
ml_scalefit,chinchilla,massivetext,chinchilla,,ml_scalefit__massivetext__chinchilla,67224540009.05107,1429235619.7955678,6e+20,2.3595282724312296
ml_scalefit,chinchilla,massivetext,chinchilla,,ml_scalefit__massivetext__chinchilla,63297555099.86239,1730547097.4430106,6e+20,2.3489443598431987
ml_scalefit,chinchilla,massivetext,chinchilla,,ml_scalefit__massivetext__chinchilla,72855838631.4368,1265595820.7944248,6e+20,2.370154554190775
ml_scalefit,chinchilla,massivetext,chinchilla,,ml_scalefit__massivetext__chinchilla,89097604796.40979,1793812739.8036008,1e+21,2.303640402958185
ml_scalefit,chinchilla,massivetext,chinchilla,,ml_scalefit__massivetext__chinchilla,79786888366.37485,1143254386.0424843,6e+20,2.370154554190775
ml_scalefit,chinchilla,massivetext,chinchilla,,ml_scalefit__massivetext__chinchilla,112231274890.36118,816343229.4068599,6e+20,2.398733033445379
ml_scalefit,chinchilla,massivetext,chinchilla,,ml_scalefit__massivetext__chinchilla,143561064439.37482,632225315.1050493,6e+20,2.445912595343321
ml_scalefit,chinchilla,massivetext,chinchilla,,ml_scalefit__massivetext__chinchilla,40631646687.55674,1143254386.0424843,3e+20,2.434941196776266
ml_scalefit,chinchilla,massivetext,chinchilla,,ml_scalefit__massivetext__chinchilla,57352691039.80514,816343229.4068599,3e+20,2.434941196776266
ml_scalefit,chinchilla,massivetext,chinchilla,,ml_scalefit__massivetext__chinchilla,76825733940.59251,586599437.7048118,3e+20,2.464300850287136
ml_scalefit,chinchilla,massivetext,chinchilla,,ml_scalefit__massivetext__chinchilla,111388297613.00502,424610584.80864125,3e+20,2.5165346421087142
ml_scalefit,chinchilla,massivetext,chinchilla,,ml_scalefit__massivetext__chinchilla,164741978288.40198,2979527510.4183035,3e+21,2.21231255030845
ml_scalefit,chinchilla,massivetext,chinchilla,,ml_scalefit__massivetext__chinchilla,186700083834.7948,2638636453.9830055,3e+21,2.205693537488266
ml_scalefit,chinchilla,massivetext,chinchilla,,ml_scalefit__massivetext__chinchilla,88526082629.0986,1793812739.8036008,1e+21,2.303640402958185
ml_scalefit,chinchilla,massivetext,chinchilla,,ml_scalefit__massivetext__chinchilla,101243742748.79565,1609082737.1451895,1e+21,2.314014990235024
ml_scalefit,chinchilla,massivetext,chinchilla,,ml_scalefit__massivetext__chinchilla,112381703436.10725,1429235619.7955678,1e+21,2.331416878272676
ml_scalefit,chinchilla,massivetext,chinchilla,,ml_scalefit__massivetext__chinchilla,128261266129.41559,1265595820.7944248,1e+21,2.331416878272676
ml_scalefit,chinchilla,massivetext,chinchilla,,ml_scalefit__massivetext__chinchilla,60290052937.354164,816343229.4068599,3e+20,2.445912595343321
