method,surface,log_range,parameter,relative_error_pct,abs_relative_error_pct,convergence_failure
"2D L-BFGS-B (default eps=1e-08)",chinchilla,1.015789,E,-1.9939414616462514e-06,1.9939414616462514e-06,False
"2D L-BFGS-B (default eps=1e-08)",chinchilla,1.015789,A,-1.0143310849171066e-05,1.0143310849171066e-05,False
"2D L-BFGS-B (default eps=1e-08)",chinchilla,1.015789,B,-1.1228496842596926e-05,1.1228496842596926e-05,False
"2D L-BFGS-B (default eps=1e-08)",chinchilla,1.015789,alpha,-1.9849101610713195e-06,1.9849101610713195e-06,False
"2D L-BFGS-B (default eps=1e-08)",chinchilla,1.015789,beta,-2.2576545791582902e-06,2.2576545791582902e-06,False
"2D L-BFGS-B (default eps=1e-08)",chinchilla,1.105263,E,-2.04703616319416e-06,2.04703616319416e-06,False
"2D L-BFGS-B (default eps=1e-08)",chinchilla,1.105263,A,-9.961769795764905e-06,9.961769795764905e-06,False
"2D L-BFGS-B (default eps=1e-08)",chinchilla,1.105263,B,-1.1112926379784868e-05,1.1112926379784868e-05,False
"2D L-BFGS-B (default eps=1e-08)",chinchilla,1.105263,alpha,-1.970049074853489e-06,1.970049074853489e-06,False
"2D L-BFGS-B (default eps=1e-08)",chinchilla,1.105263,beta,-2.252984604433905e-06,2.252984604433905e-06,False
"2D L-BFGS-B (default eps=1e-08)",chinchilla,1.194737,E,-2.0968544717784266e-06,2.0968544717784266e-06,False
"2D L-BFGS-B (default eps=1e-08)",chinchilla,1.194737,A,-9.71602403082015e-06,9.71602403082015e-06,False
"2D L-BFGS-B (default eps=1e-08)",chinchilla,1.194737,B,-1.092940740891306e-05,1.092940740891306e-05,False
"2D L-BFGS-B (default eps=1e-08)",chinchilla,1.194737,alpha,-1.943975911617206e-06,1.943975911617206e-06,False
"2D L-BFGS-B (default eps=1e-08)",chinchilla,1.194737,beta,-2.2362332818826043e-06,2.2362332818826043e-06,False
"2D L-BFGS-B (default eps=1e-08)",chinchilla,1.284211,E,-2.153511149812619e-06,2.153511149812619e-06,False
"2D L-BFGS-B (default eps=1e-08)",chinchilla,1.284211,A,-9.464018776011078e-06,9.464018776011078e-06,False
"2D L-BFGS-B (default eps=1e-08)",chinchilla,1.284211,B,-1.0732325476503621e-05,1.0732325476503621e-05,False
"2D L-BFGS-B (default eps=1e-08)",chinchilla,1.284211,alpha,-1.9178539475482673e-06,1.9178539475482673e-06,False
"2D L-BFGS-B (default eps=1e-08)",chinchilla,1.284211,beta,-2.2181579985490274e-06,2.2181579985490274e-06,False
"2D L-BFGS-B (default eps=1e-08)",chinchilla,1.373684,E,-2.220100342880799e-06,2.220100342880799e-06,False
"2D L-BFGS-B (default eps=1e-08)",chinchilla,1.373684,A,-9.221698890069378e-06,9.221698890069378e-06,False
"2D L-BFGS-B (default eps=1e-08)",chinchilla,1.373684,B,-1.0538583368304463e-05,1.0538583368304463e-05,False
"2D L-BFGS-B (default eps=1e-08)",chinchilla,1.373684,alpha,-1.8947073322048962e-06,1.8947073322048962e-06,False
"2D L-BFGS-B (default eps=1e-08)",chinchilla,1.373684,beta,-2.202076517164388e-06,2.202076517164388e-06,False
"2D L-BFGS-B (default eps=1e-08)",chinchilla,1.463158,E,-2.2998362320410274e-06,2.2998362320410274e-06,False
"2D L-BFGS-B (default eps=1e-08)",chinchilla,1.463158,A,-9.00315892529199e-06,9.00315892529199e-06,False
"2D L-BFGS-B (default eps=1e-08)",chinchilla,1.463158,B,-1.0363383370192182e-05,1.0363383370192182e-05,False
"2D L-BFGS-B (default eps=1e-08)",chinchilla,1.463158,alpha,-1.8773215335218317e-06,1.8773215335218317e-06,False
"2D L-BFGS-B (default eps=1e-08)",chinchilla,1.463158,beta,-2.191065166602866e-06,2.191065166602866e-06,False
"2D L-BFGS-B (default eps=1e-08)",chinchilla,1.552632,E,-2.3949183727554635e-06,2.3949183727554635e-06,False
"2D L-BFGS-B (default eps=1e-08)",chinchilla,1.552632,A,-8.815429044657357e-06,8.815429044657357e-06,False
"2D L-BFGS-B (default eps=1e-08)",chinchilla,1.552632,B,-1.0215465278922035e-05,1.0215465278922035e-05,False
"2D L-BFGS-B (default eps=1e-08)",chinchilla,1.552632,alpha,-1.867153278395046e-06,1.867153278395046e-06,False
"2D L-BFGS-B (default eps=1e-08)",chinchilla,1.552632,beta,-2.186953574583634e-06,2.186953574583634e-06,False
"2D L-BFGS-B (default eps=1e-08)",chinchilla,1.642105,E,-2.5069031794560263e-06,2.5069031794560263e-06,False
"2D L-BFGS-B (default eps=1e-08)",chinchilla,1.642105,A,-8.661199939230012e-06,8.661199939230012e-06,False
"2D L-BFGS-B (default eps=1e-08)",chinchilla,1.642105,B,-1.009942045660313e-05,1.009942045660313e-05,False
"2D L-BFGS-B (default eps=1e-08)",chinchilla,1.642105,alpha,-1.8648355572166673e-06,1.8648355572166673e-06,False
"2D L-BFGS-B (default eps=1e-08)",chinchilla,1.642105,beta,-2.190766120101019e-06,2.190766120101019e-06,False
"2D L-BFGS-B (default eps=1e-08)",chinchilla,1.731579,E,-2.636934878210982e-06,2.636934878210982e-06,False
"2D L-BFGS-B (default eps=1e-08)",chinchilla,1.731579,A,-8.540559391809352e-06,8.540559391809352e-06,False
"2D L-BFGS-B (default eps=1e-08)",chinchilla,1.731579,B,-1.0017113677403954e-05,1.0017113677403954e-05,False
"2D L-BFGS-B (default eps=1e-08)",chinchilla,1.731579,alpha,-1.8705005844874816e-06,1.8705005844874816e-06,False
"2D L-BFGS-B (default eps=1e-08)",chinchilla,1.731579,beta,-2.2029916779686683e-06,2.2029916779686683e-06,False
"2D L-BFGS-B (default eps=1e-08)",chinchilla,1.821053,E,-2.7859270971678263e-06,2.7859270971678263e-06,False
"2D L-BFGS-B (default eps=1e-08)",chinchilla,1.821053,A,-8.45229298974795e-06,8.45229298974795e-06,False
"2D L-BFGS-B (default eps=1e-08)",chinchilla,1.821053,B,-9.968640247821282e-06,9.968640247821282e-06,False
"2D L-BFGS-B (default eps=1e-08)",chinchilla,1.821053,alpha,-1.8840288806178676e-06,1.8840288806178676e-06,False
"2D L-BFGS-B (default eps=1e-08)",chinchilla,1.821053,beta,-2.2237668452694337e-06,2.2237668452694337e-06,False
"2D L-BFGS-B (default eps=1e-08)",chinchilla,1.910526,E,-2.954831960964731e-06,2.954831960964731e-06,False
"2D L-BFGS-B (default eps=1e-08)",chinchilla,1.910526,A,-8.39482710467908e-06,8.39482710467908e-06,False
"2D L-BFGS-B (default eps=1e-08)",chinchilla,1.910526,B,-9.953672477379112e-06,9.953672477379112e-06,False
"2D L-BFGS-B (default eps=1e-08)",chinchilla,1.910526,alpha,-1.9052413078574407e-06,1.9052413078574407e-06,False
"2D L-BFGS-B (default eps=1e-08)",chinchilla,1.910526,beta,-2.2531575613208124e-06,2.2531575613208124e-06,False
"2D L-BFGS-B (default eps=1e-08)",chinchilla,2.000000,E,-3.0980172010921596e-06,3.0980172010921596e-06,False
"2D L-BFGS-B (default eps=1e-08)",chinchilla,2.000000,A,-7.347582028369575e-06,7.347582028369575e-06,False
"2D L-BFGS-B (default eps=1e-08)",chinchilla,2.000000,B,-1.0724698105593875e-05,1.0724698105593875e-05,False
"2D L-BFGS-B (default eps=1e-08)",chinchilla,2.000000,alpha,-1.708066743599801e-06,1.708066743599801e-06,False
"2D L-BFGS-B (default eps=1e-08)",chinchilla,2.000000,beta,-2.4517457905151977e-06,2.4517457905151977e-06,False
"2D L-BFGS-B (default eps=1e-08)",asymmetric,0.300000,E,-7.5959873499657086e-06,7.5959873499657086e-06,False
"2D L-BFGS-B (default eps=1e-08)",asymmetric,0.300000,A,4.226627041360217e-06,4.226627041360217e-06,False
"2D L-BFGS-B (default eps=1e-08)",asymmetric,0.300000,B,-1.1604717605443092e-05,1.1604717605443092e-05,False
"2D L-BFGS-B (default eps=1e-08)",asymmetric,0.300000,alpha,1.0341227038370514e-06,1.0341227038370514e-06,False
"2D L-BFGS-B (default eps=1e-08)",asymmetric,0.300000,beta,-3.364570324857557e-06,3.364570324857557e-06,False
"2D L-BFGS-B (default eps=1e-08)",asymmetric,0.389474,E,-8.467665346021707e-06,8.467665346021707e-06,False
"2D L-BFGS-B (default eps=1e-08)",asymmetric,0.389474,A,-2.3714957836504914e-06,2.3714957836504914e-06,False
"2D L-BFGS-B (default eps=1e-08)",asymmetric,0.389474,B,-1.1064538582106869e-05,1.1064538582106869e-05,False
"2D L-BFGS-B (default eps=1e-08)",asymmetric,0.389474,alpha,-4.591922182996659e-07,4.591922182996659e-07,False
"2D L-BFGS-B (default eps=1e-08)",asymmetric,0.389474,beta,-3.1955838333908744e-06,3.1955838333908744e-06,False
"2D L-BFGS-B (default eps=1e-08)",asymmetric,0.478947,E,-8.219999434573865e-06,8.219999434573865e-06,False
"2D L-BFGS-B (default eps=1e-08)",asymmetric,0.478947,A,-4.9423535640283544e-06,4.9423535640283544e-06,False
"2D L-BFGS-B (default eps=1e-08)",asymmetric,0.478947,B,-9.973646274851032e-06,9.973646274851032e-06,False
"2D L-BFGS-B (default eps=1e-08)",asymmetric,0.478947,alpha,-1.057203667500673e-06,1.057203667500673e-06,False
"2D L-BFGS-B (default eps=1e-08)",asymmetric,0.478947,beta,-2.877755148873236e-06,2.877755148873236e-06,False
"2D L-BFGS-B (default eps=1e-08)",asymmetric,0.568421,E,-1.0065294620129999e-05,1.0065294620129999e-05,False
"2D L-BFGS-B (default eps=1e-08)",asymmetric,0.568421,A,-7.579540844478904e-06,7.579540844478904e-06,False
"2D L-BFGS-B (default eps=1e-08)",asymmetric,0.568421,B,-1.167323950263276e-05,1.167323950263276e-05,False
"2D L-BFGS-B (default eps=1e-08)",asymmetric,0.568421,alpha,-1.6617028422317203e-06,1.6617028422317203e-06,False
"2D L-BFGS-B (default eps=1e-08)",asymmetric,0.568421,beta,-3.370075437352453e-06,3.370075437352453e-06,False
"2D L-BFGS-B (default eps=1e-08)",asymmetric,0.657895,E,-1.0797441100324508e-05,1.0797441100324508e-05,False
"2D L-BFGS-B (default eps=1e-08)",asymmetric,0.657895,A,-8.50992315285681e-06,8.50992315285681e-06,False
"2D L-BFGS-B (default eps=1e-08)",asymmetric,0.657895,B,-1.2241459203180921e-05,1.2241459203180921e-05,False
"2D L-BFGS-B (default eps=1e-08)",asymmetric,0.657895,alpha,-1.8922574260193232e-06,1.8922574260193232e-06,False
"2D L-BFGS-B (default eps=1e-08)",asymmetric,0.657895,beta,-3.540761304226554e-06,3.540761304226554e-06,False
"2D L-BFGS-B (default eps=1e-08)",asymmetric,0.747368,E,-1.1135524980742362e-05,1.1135524980742362e-05,False
"2D L-BFGS-B (default eps=1e-08)",asymmetric,0.747368,A,-9.1207308652273e-06,9.1207308652273e-06,False
"2D L-BFGS-B (default eps=1e-08)",asymmetric,0.747368,B,-1.2297664002078338e-05,1.2297664002078338e-05,False
"2D L-BFGS-B (default eps=1e-08)",asymmetric,0.747368,alpha,-2.0590341259964277e-06,2.0590341259964277e-06,False
"2D L-BFGS-B (default eps=1e-08)",asymmetric,0.747368,beta,-3.5659648173382063e-06,3.5659648173382063e-06,False
"2D L-BFGS-B (default eps=1e-08)",asymmetric,0.836842,E,-1.16111289288145e-05,1.16111289288145e-05,False
"2D L-BFGS-B (default eps=1e-08)",asymmetric,0.836842,A,-8.733655968158233e-06,8.733655968158233e-06,False
"2D L-BFGS-B (default eps=1e-08)",asymmetric,0.836842,B,-1.2783846926206754e-05,1.2783846926206754e-05,False
"2D L-BFGS-B (default eps=1e-08)",asymmetric,0.836842,alpha,-1.9946119905088326e-06,1.9946119905088326e-06,False
"2D L-BFGS-B (default eps=1e-08)",asymmetric,0.836842,beta,-3.7200447023897064e-06,3.7200447023897064e-06,False
"2D L-BFGS-B (default eps=1e-08)",asymmetric,0.926316,E,-1.1846862255164807e-05,1.1846862255164807e-05,False
"2D L-BFGS-B (default eps=1e-08)",asymmetric,0.926316,A,-8.376922910366468e-06,8.376922910366468e-06,False
"2D L-BFGS-B (default eps=1e-08)",asymmetric,0.926316,B,-1.2890983566809636e-05,1.2890983566809636e-05,False
"2D L-BFGS-B (default eps=1e-08)",asymmetric,0.926316,alpha,-1.941335216835102e-06,1.941335216835102e-06,False
"2D L-BFGS-B (default eps=1e-08)",asymmetric,0.926316,beta,-3.766136703573222e-06,3.766136703573222e-06,False
"2D L-BFGS-B (default eps=1e-08)",asymmetric,1.015789,E,-1.1990495526122294e-05,1.1990495526122294e-05,False
"2D L-BFGS-B (default eps=1e-08)",asymmetric,1.015789,A,-7.93678673788891e-06,7.93678673788891e-06,False
"2D L-BFGS-B (default eps=1e-08)",asymmetric,1.015789,B,-1.2860189506220273e-05,1.2860189506220273e-05,False
"2D L-BFGS-B (default eps=1e-08)",asymmetric,1.015789,alpha,-1.8700052736882893e-06,1.8700052736882893e-06,False
"2D L-BFGS-B (default eps=1e-08)",asymmetric,1.015789,beta,-3.7742252155123057e-06,3.7742252155123057e-06,False
"2D L-BFGS-B (default eps=1e-08)",asymmetric,1.105263,E,-1.2023684165335884e-05,1.2023684165335884e-05,False
"2D L-BFGS-B (default eps=1e-08)",asymmetric,1.105263,A,-7.439708341946502e-06,7.439708341946502e-06,False
"2D L-BFGS-B (default eps=1e-08)",asymmetric,1.105263,B,-1.2668511311003956e-05,1.2668511311003956e-05,False
"2D L-BFGS-B (default eps=1e-08)",asymmetric,1.105263,alpha,-1.785743070738419e-06,1.785743070738419e-06,False
"2D L-BFGS-B (default eps=1e-08)",asymmetric,1.105263,beta,-3.737109868873928e-06,3.737109868873928e-06,False
"2D L-BFGS-B (default eps=1e-08)",asymmetric,1.194737,E,-1.222949493153004e-05,1.222949493153004e-05,False
"2D L-BFGS-B (default eps=1e-08)",asymmetric,1.194737,A,-7.0080231661517985e-06,7.0080231661517985e-06,False
"2D L-BFGS-B (default eps=1e-08)",asymmetric,1.194737,B,-1.263989559762854e-05,1.263989559762854e-05,False
"2D L-BFGS-B (default eps=1e-08)",asymmetric,1.194737,alpha,-1.716701989642514e-06,1.716701989642514e-06,False
"2D L-BFGS-B (default eps=1e-08)",asymmetric,1.194737,beta,-3.7499922522060513e-06,3.7499922522060513e-06,False
"2D L-BFGS-B (default eps=1e-08)",asymmetric,1.284211,E,-1.2383252319679713e-05,1.2383252319679713e-05,False
"2D L-BFGS-B (default eps=1e-08)",asymmetric,1.284211,A,-6.588103892695257e-06,6.588103892695257e-06,False
"2D L-BFGS-B (default eps=1e-08)",asymmetric,1.284211,B,-1.250456246213426e-05,1.250456246213426e-05,False
"2D L-BFGS-B (default eps=1e-08)",asymmetric,1.284211,alpha,-1.6505156262036158e-06,1.6505156262036158e-06,False
"2D L-BFGS-B (default eps=1e-08)",asymmetric,1.284211,beta,-3.7334103729671787e-06,3.7334103729671787e-06,False
"2D L-BFGS-B (default eps=1e-08)",asymmetric,1.373684,E,-1.2584298718143812e-05,1.2584298718143812e-05,False
"2D L-BFGS-B (default eps=1e-08)",asymmetric,1.373684,A,-6.2146628840451295e-06,6.2146628840451295e-06,False
"2D L-BFGS-B (default eps=1e-08)",asymmetric,1.373684,B,-1.2375005238055936e-05,1.2375005238055936e-05,False
"2D L-BFGS-B (default eps=1e-08)",asymmetric,1.373684,alpha,-1.5954379633430051e-06,1.5954379633430051e-06,False
"2D L-BFGS-B (default eps=1e-08)",asymmetric,1.373684,beta,-3.7205424404411987e-06,3.7205424404411987e-06,False
"2D L-BFGS-B (default eps=1e-08)",asymmetric,1.463158,E,-1.2843772725184357e-05,1.2843772725184357e-05,False
"2D L-BFGS-B (default eps=1e-08)",asymmetric,1.463158,A,-5.888856226801446e-06,5.888856226801446e-06,False
"2D L-BFGS-B (default eps=1e-08)",asymmetric,1.463158,B,-1.2260973201476322e-05,1.2260973201476322e-05,False
"2D L-BFGS-B (default eps=1e-08)",asymmetric,1.463158,alpha,-1.5519829865695556e-06,1.5519829865695556e-06,False
"2D L-BFGS-B (default eps=1e-08)",asymmetric,1.463158,beta,-3.714372017845384e-06,3.714372017845384e-06,False
"2D L-BFGS-B (default eps=1e-08)",asymmetric,1.552632,E,-1.3169550827903596e-05,1.3169550827903596e-05,False
"2D L-BFGS-B (default eps=1e-08)",asymmetric,1.552632,A,-5.607684815188583e-06,5.607684815188583e-06,False
"2D L-BFGS-B (default eps=1e-08)",asymmetric,1.552632,B,-1.2168804871099718e-05,1.2168804871099718e-05,False
"2D L-BFGS-B (default eps=1e-08)",asymmetric,1.552632,alpha,-1.5196939883321587e-06,1.5196939883321587e-06,False
"2D L-BFGS-B (default eps=1e-08)",asymmetric,1.552632,beta,-3.716909432568165e-06,3.716909432568165e-06,False
"2D L-BFGS-B (default eps=1e-08)",asymmetric,1.642105,E,-1.3567652024881816e-05,1.3567652024881816e-05,False
"2D L-BFGS-B (default eps=1e-08)",asymmetric,1.642105,A,-5.366207915470142e-06,5.366207915470142e-06,False
"2D L-BFGS-B (default eps=1e-08)",asymmetric,1.642105,B,-1.2102819087263303e-05,1.2102819087263303e-05,False
"2D L-BFGS-B (default eps=1e-08)",asymmetric,1.642105,alpha,-1.4976321616536148e-06,1.4976321616536148e-06,False
"2D L-BFGS-B (default eps=1e-08)",asymmetric,1.642105,beta,-3.7295884122980833e-06,3.7295884122980833e-06,False
"2D L-BFGS-B (default eps=1e-08)",asymmetric,1.731579,E,-1.404317695660756e-05,1.404317695660756e-05,False
"2D L-BFGS-B (default eps=1e-08)",asymmetric,1.731579,A,-5.15879807114009e-06,5.15879807114009e-06,False
"2D L-BFGS-B (default eps=1e-08)",asymmetric,1.731579,B,-1.2066246983802789e-05,1.2066246983802789e-05,False
"2D L-BFGS-B (default eps=1e-08)",asymmetric,1.731579,alpha,-1.484658310269721e-06,1.484658310269721e-06,False
"2D L-BFGS-B (default eps=1e-08)",asymmetric,1.731579,beta,-3.753534848529869e-06,3.753534848529869e-06,False
"2D L-BFGS-B (default eps=1e-08)",asymmetric,1.821053,E,-1.4600882817062108e-05,1.4600882817062108e-05,False
"2D L-BFGS-B (default eps=1e-08)",asymmetric,1.821053,A,-4.979827476015848e-06,4.979827476015848e-06,False
"2D L-BFGS-B (default eps=1e-08)",asymmetric,1.821053,B,-1.2061769211647073e-05,1.2061769211647073e-05,False
"2D L-BFGS-B (default eps=1e-08)",asymmetric,1.821053,alpha,-1.479591192695922e-06,1.479591192695922e-06,False
"2D L-BFGS-B (default eps=1e-08)",asymmetric,1.821053,beta,-3.789724466140762e-06,3.789724466140762e-06,False
"2D L-BFGS-B (default eps=1e-08)",asymmetric,1.910526,E,-1.5240872824139913e-05,1.5240872824139913e-05,False
"2D L-BFGS-B (default eps=1e-08)",asymmetric,1.910526,A,-4.825107508644235e-06,4.825107508644235e-06,False
"2D L-BFGS-B (default eps=1e-08)",asymmetric,1.910526,B,-1.2085894640947941e-05,1.2085894640947941e-05,False
"2D L-BFGS-B (default eps=1e-08)",asymmetric,1.910526,alpha,-1.4816057580324554e-06,1.4816057580324554e-06,False
"2D L-BFGS-B (default eps=1e-08)",asymmetric,1.910526,beta,-3.837275192937696e-06,3.837275192937696e-06,False
"2D L-BFGS-B (default eps=1e-08)",asymmetric,2.000000,E,-1.5980080007441423e-05,1.5980080007441423e-05,False
"2D L-BFGS-B (default eps=1e-08)",asymmetric,2.000000,A,-4.687539511405524e-06,4.687539511405524e-06,False
"2D L-BFGS-B (default eps=1e-08)",asymmetric,2.000000,B,-1.215570144576687e-05,1.215570144576687e-05,False
"2D L-BFGS-B (default eps=1e-08)",asymmetric,2.000000,alpha,-1.4889872608488462e-06,1.4889872608488462e-06,False
"2D L-BFGS-B (default eps=1e-08)",asymmetric,2.000000,beta,-3.901576445432309e-06,3.901576445432309e-06,False
"2D L-BFGS-B (central diff)",symmetric,0.300000,E,3.4924857220563385e-09,3.4924857220563385e-09,False
"2D L-BFGS-B (central diff)",symmetric,0.300000,A,2.4344871007997426e-08,2.4344871007997426e-08,False
"2D L-BFGS-B (central diff)",symmetric,0.300000,B,2.434053669730929e-08,2.434053669730929e-08,False
"2D L-BFGS-B (central diff)",symmetric,0.300000,alpha,4.589357567809774e-09,4.589357567809774e-09,False
"2D L-BFGS-B (central diff)",symmetric,0.300000,beta,4.588480133483861e-09,4.588480133483861e-09,False
"2D L-BFGS-B (central diff)",symmetric,0.389474,E,3.787174387373707e-09,3.787174387373707e-09,False
"2D L-BFGS-B (central diff)",symmetric,0.389474,A,2.6148825327254596e-08,2.6148825327254596e-08,False
"2D L-BFGS-B (central diff)",symmetric,0.389474,B,2.6168919475821898e-08,2.6168919475821898e-08,False
"2D L-BFGS-B (central diff)",symmetric,0.389474,alpha,4.940993850625326e-09,4.940993850625326e-09,False
"2D L-BFGS-B (central diff)",symmetric,0.389474,beta,4.9449691653264034e-09,4.9449691653264034e-09,False
"2D L-BFGS-B (central diff)",symmetric,0.478947,E,4.079537496769672e-09,4.079537496769672e-09,False
"2D L-BFGS-B (central diff)",symmetric,0.478947,A,2.784126706956158e-08,2.784126706956158e-08,False
"2D L-BFGS-B (central diff)",symmetric,0.478947,B,2.7843782390846172e-08,2.7843782390846172e-08,False
"2D L-BFGS-B (central diff)",symmetric,0.478947,alpha,5.277051197450169e-09,5.277051197450169e-09,False
"2D L-BFGS-B (central diff)",symmetric,0.478947,beta,5.277498868024615e-09,5.277498868024615e-09,False
"2D L-BFGS-B (central diff)",symmetric,0.568421,E,4.33090775602563e-09,4.33090775602563e-09,False
"2D L-BFGS-B (central diff)",symmetric,0.568421,A,2.911173169195536e-08,2.911173169195536e-08,False
"2D L-BFGS-B (central diff)",symmetric,0.568421,B,2.91126127649477e-08,2.91126127649477e-08,False
"2D L-BFGS-B (central diff)",symmetric,0.568421,alpha,5.538920576677884e-09,5.538920576677884e-09,False
"2D L-BFGS-B (central diff)",symmetric,0.568421,beta,5.539063831261706e-09,5.539063831261706e-09,False
"2D L-BFGS-B (central diff)",symmetric,0.657895,E,4.520539104125214e-09,4.520539104125214e-09,False
"2D L-BFGS-B (central diff)",symmetric,0.657895,A,2.982253022310033e-08,2.982253022310033e-08,False
"2D L-BFGS-B (central diff)",symmetric,0.657895,B,2.9819702263012005e-08,2.9819702263012005e-08,False
"2D L-BFGS-B (central diff)",symmetric,0.657895,alpha,5.700386399468933e-09,5.700386399468933e-09,False
"2D L-BFGS-B (central diff)",symmetric,0.657895,beta,5.699813381133643e-09,5.699813381133643e-09,False
"2D L-BFGS-B (central diff)",symmetric,0.747368,E,4.654317693909041e-09,4.654317693909041e-09,False
"2D L-BFGS-B (central diff)",symmetric,0.747368,A,3.004943494033796e-08,3.004943494033796e-08,False
"2D L-BFGS-B (central diff)",symmetric,0.747368,B,2.997644799052068e-08,2.997644799052068e-08,False
"2D L-BFGS-B (central diff)",symmetric,0.747368,alpha,5.7755234286838875e-09,5.7755234286838875e-09,False
"2D L-BFGS-B (central diff)",symmetric,0.747368,beta,5.760947274779937e-09,5.760947274779937e-09,False
"2D L-BFGS-B (central diff)",symmetric,0.836842,E,4.768979425694884e-09,4.768979425694884e-09,False
"2D L-BFGS-B (central diff)",symmetric,0.836842,A,2.9910893317719456e-08,2.9910893317719456e-08,False
"2D L-BFGS-B (central diff)",symmetric,0.836842,B,2.995693648699671e-08,2.995693648699671e-08,False
"2D L-BFGS-B (central diff)",symmetric,0.836842,alpha,5.785246833560846e-09,5.785246833560846e-09,False
"2D L-BFGS-B (central diff)",symmetric,0.836842,beta,5.794468847394426e-09,5.794468847394426e-09,False
"2D L-BFGS-B (central diff)",symmetric,0.926316,E,4.904571160773365e-09,4.904571160773365e-09,False
"2D L-BFGS-B (central diff)",symmetric,0.926316,A,2.983681213208911e-08,2.983681213208911e-08,False
"2D L-BFGS-B (central diff)",symmetric,0.926316,B,2.982685032293375e-08,2.982685032293375e-08,False
"2D L-BFGS-B (central diff)",symmetric,0.926316,alpha,5.813593334334743e-09,5.813593334334743e-09,False
"2D L-BFGS-B (central diff)",symmetric,0.926316,beta,5.811569863338249e-09,5.811569863338249e-09,False
"2D L-BFGS-B (central diff)",symmetric,1.015789,E,5.1056594849377195e-09,5.1056594849377195e-09,False
"2D L-BFGS-B (central diff)",symmetric,1.015789,A,2.994333669903426e-08,2.994333669903426e-08,False
"2D L-BFGS-B (central diff)",symmetric,1.015789,B,2.997121839598549e-08,2.997121839598549e-08,False
"2D L-BFGS-B (central diff)",symmetric,1.015789,alpha,5.882982273373816e-09,5.882982273373816e-09,False
"2D L-BFGS-B (central diff)",symmetric,1.015789,beta,5.888605015788853e-09,5.888605015788853e-09,False
"2D L-BFGS-B (central diff)",symmetric,1.105263,E,5.405892696011205e-09,5.405892696011205e-09,False
"2D L-BFGS-B (central diff)",symmetric,1.105263,A,3.0465585609817936e-08,3.0465585609817936e-08,False
"2D L-BFGS-B (central diff)",symmetric,1.105263,B,3.044922891604074e-08,3.044922891604074e-08,False
"2D L-BFGS-B (central diff)",symmetric,1.105263,alpha,6.041797886364146e-09,6.041797886364146e-09,False
"2D L-BFGS-B (central diff)",symmetric,1.105263,beta,6.038485124113249e-09,6.038485124113249e-09,False
"2D L-BFGS-B (central diff)",symmetric,1.194737,E,5.829143873706765e-09,5.829143873706765e-09,False
"2D L-BFGS-B (central diff)",symmetric,1.194737,A,3.140249305033649e-08,3.140249305033649e-08,False
"2D L-BFGS-B (central diff)",symmetric,1.194737,B,3.1393881272379076e-08,3.1393881272379076e-08,False
"2D L-BFGS-B (central diff)",symmetric,1.194737,alpha,6.292278526177965e-09,6.292278526177965e-09,False
"2D L-BFGS-B (central diff)",symmetric,1.194737,beta,6.290505750703159e-09,6.290505750703159e-09,False
"2D L-BFGS-B (central diff)",symmetric,1.284211,E,6.3918495742824596e-09,6.3918495742824596e-09,False
"2D L-BFGS-B (central diff)",symmetric,1.284211,A,3.278258020600333e-08,3.278258020600333e-08,False
"2D L-BFGS-B (central diff)",symmetric,1.284211,B,3.277992277617159e-08,3.277992277617159e-08,False
"2D L-BFGS-B (central diff)",symmetric,1.284211,alpha,6.643556672533959e-09,6.643556672533959e-09,False
"2D L-BFGS-B (central diff)",symmetric,1.284211,beta,6.6430015610216465e-09,6.6430015610216465e-09,False
"2D L-BFGS-B (central diff)",symmetric,1.373684,E,7.1050200568464055e-09,7.1050200568464055e-09,False
"2D L-BFGS-B (central diff)",symmetric,1.373684,A,3.4566127737889474e-08,3.4566127737889474e-08,False
"2D L-BFGS-B (central diff)",symmetric,1.373684,B,3.456742092566856e-08,3.456742092566856e-08,False
"2D L-BFGS-B (central diff)",symmetric,1.373684,alpha,7.091424222032343e-09,7.091424222032343e-09,False
"2D L-BFGS-B (central diff)",symmetric,1.373684,beta,7.091674917554032e-09,7.091674917554032e-09,False
"2D L-BFGS-B (central diff)",symmetric,1.463158,E,7.975986734981336e-09,7.975986734981336e-09,False
"2D L-BFGS-B (central diff)",symmetric,1.463158,A,3.6695624316962494e-08,3.6695624316962494e-08,False
"2D L-BFGS-B (central diff)",symmetric,1.463158,B,3.669110526516306e-08,3.669110526516306e-08,False
"2D L-BFGS-B (central diff)",symmetric,1.463158,alpha,7.627876824802027e-09,7.627876824802027e-09,False
"2D L-BFGS-B (central diff)",symmetric,1.463158,beta,7.62694567000718e-09,7.62694567000718e-09,False
"2D L-BFGS-B (central diff)",symmetric,1.552632,E,9.010149628369156e-09,9.010149628369156e-09,False
"2D L-BFGS-B (central diff)",symmetric,1.552632,A,3.909791246314853e-08,3.909791246314853e-08,False
"2D L-BFGS-B (central diff)",symmetric,1.552632,B,3.909066492724378e-08,3.909066492724378e-08,False
"2D L-BFGS-B (central diff)",symmetric,1.552632,alpha,8.241346673199337e-09,8.241346673199337e-09,False
"2D L-BFGS-B (central diff)",symmetric,1.552632,beta,8.2398425000692e-09,8.2398425000692e-09,False
