source,provenance,dataset,model,condition,experiment,tokens,params,budget,loss
epochai_chinchilla,chinchilla,massivetext,chinchilla,,epochai_chinchilla__massivetext__chinchilla,9050066551.926907,552482125.0,3e+19,2.7449912897159163
epochai_chinchilla,chinchilla,massivetext,chinchilla,,epochai_chinchilla__massivetext__chinchilla,14279961705.141096,116713665.0,1e+19,2.9496634486869637
epochai_chinchilla,chinchilla,massivetext,chinchilla,,epochai_chinchilla__massivetext__chinchilla,28892638050.251095,1730544643.0,3e+20,2.4276561018218445
epochai_chinchilla,chinchilla,massivetext,chinchilla,,epochai_chinchilla__massivetext__chinchilla,3592572051.1970115,278352107.0,6e+18,3.07143034313885
epochai_chinchilla,chinchilla,massivetext,chinchilla,,epochai_chinchilla__massivetext__chinchilla,21902869046.302998,2282805960.0,3e+20,2.416772019301729
epochai_chinchilla,chinchilla,massivetext,chinchilla,,epochai_chinchilla__massivetext__chinchilla,122497494249.44394,816343229.0,6e+20,2.398733033445379
epochai_chinchilla,chinchilla,massivetext,chinchilla,,epochai_chinchilla__massivetext__chinchilla,5987620085.328352,278352107.0,1e+19,2.940838357413416
epochai_chinchilla,chinchilla,massivetext,chinchilla,,epochai_chinchilla__massivetext__chinchilla,1810013739.560895,552481994.0,6e+18,3.1838780021322792
epochai_chinchilla,chinchilla,massivetext,chinchilla,,epochai_chinchilla__massivetext__chinchilla,15061211323.223505,663957220.0,6e+19,2.628284835801397
epochai_chinchilla,chinchilla,massivetext,chinchilla,,epochai_chinchilla__massivetext__chinchilla,7530607442.306853,663957063.0,3e+19,2.7449912897159163
epochai_chinchilla,chinchilla,massivetext,chinchilla,,epochai_chinchilla__massivetext__chinchilla,16781196103.769545,2979525398.0,3e+20,2.434941196776266
epochai_chinchilla,chinchilla,massivetext,chinchilla,,epochai_chinchilla__massivetext__chinchilla,87469596639.7106,1143254386.0,6e+20,2.370154554190775
epochai_chinchilla,chinchilla,massivetext,chinchilla,,epochai_chinchilla__massivetext__chinchilla,963088617.8626025,1730543416.0,1e+19,3.395737776160633
epochai_chinchilla,chinchilla,massivetext,chinchilla,,epochai_chinchilla__massivetext__chinchilla,6903375553.7615185,724283354.0,3e+19,2.724508563490356
epochai_chinchilla,chinchilla,massivetext,chinchilla,,epochai_chinchilla__massivetext__chinchilla,158171458224.50974,632225315.0,6e+20,2.445912595343321
epochai_chinchilla,chinchilla,massivetext,chinchilla,,epochai_chinchilla__massivetext__chinchilla,8567983116.138103,116713582.0,6e+18,3.07143034313885
epochai_chinchilla,chinchilla,massivetext,chinchilla,,epochai_chinchilla__massivetext__chinchilla,11926942098.212175,139739646.0,1e+19,2.976297938663035
epochai_chinchilla,chinchilla,massivetext,chinchilla,,epochai_chinchilla__massivetext__chinchilla,26361934638.9247,632224717.0,1e+20,2.546878120316004
epochai_chinchilla,chinchilla,massivetext,chinchilla,,epochai_chinchilla__massivetext__chinchilla,16359325919.210484,305636065.0,3e+19,2.7449912897159163
epochai_chinchilla,chinchilla,massivetext,chinchilla,,epochai_chinchilla__massivetext__chinchilla,5453115080.647341,305635704.0,1e+19,2.9496634486869637
epochai_chinchilla,chinchilla,massivetext,chinchilla,,epochai_chinchilla__massivetext__chinchilla,57785194158.16858,1730547097.0,6e+20,2.3489443598431987
epochai_chinchilla,chinchilla,massivetext,chinchilla,,epochai_chinchilla__massivetext__chinchilla,85237040407.8021,586599438.0,3e+20,2.464300850287136
epochai_chinchilla,chinchilla,massivetext,chinchilla,,epochai_chinchilla__massivetext__chinchilla,7156165258.927305,139739646.0,6e+18,3.0576531188301495
