source,provenance,dataset,model,condition,experiment,tokens,params,budget,loss
misfitting,chinchilla,fineweb_c4,transformer,,misfitting__fineweb_c4__transformer,402915674.894032,295930560.0,7.15410367825013e+17,4.34996102269814
misfitting,chinchilla,fineweb_c4,transformer,,misfitting__fineweb_c4__transformer,284692876.21016395,418819968.0,7.15410367825013e+17,4.859223492423953
misfitting,chinchilla,fineweb_c4,transformer,,misfitting__fineweb_c4__transformer,2579128179.5201726,57234240.0,8.856866473045239e+17,3.757847023881109
misfitting,chinchilla,fineweb_c4,transformer,,misfitting__fineweb_c4__transformer,2378847315.914257,62052928.0,8.856866473045239e+17,3.7132321647514908
misfitting,chinchilla,fineweb_c4,transformer,,misfitting__fineweb_c4__transformer,1921640275.8244834,76816896.0,8.856866473045239e+17,3.6758660295326475
misfitting,chinchilla,fineweb_c4,transformer,,misfitting__fineweb_c4__transformer,1571362439.1169467,93940416.0,8.856866473045239e+17,3.7216566501059294
misfitting,chinchilla,fineweb_c4,transformer,,misfitting__fineweb_c4__transformer,1298069980.0333161,113718400.0,8.856866473045239e+17,3.7272754843811815
misfitting,chinchilla,fineweb_c4,transformer,,misfitting__fineweb_c4__transformer,1036657869.636457,142394560.0,8.856866473045239e+17,3.754203248441928
misfitting,chinchilla,fineweb_c4,transformer,,misfitting__fineweb_c4__transformer,835981261.3617804,176576256.0,8.856866473045239e+17,3.7945701832126733
misfitting,chinchilla,fineweb_c4,transformer,,misfitting__fineweb_c4__transformer,498814455.72035766,295930560.0,8.856866473045239e+17,4.130574175823563
misfitting,chinchilla,fineweb_c4,transformer,,misfitting__fineweb_c4__transformer,282583605.2023618,522374400.0,8.856866473045239e+17,4.862039506339448
misfitting,chinchilla,fineweb_c4,transformer,,misfitting__fineweb_c4__transformer,3192991733.1678567,57234240.0,1.0964907310448704e+18,3.705373712388578
misfitting,chinchilla,fineweb_c4,transformer,,misfitting__fineweb_c4__transformer,2945041613.091087,62052928.0,1.0964907310448704e+18,3.6552725921111184
misfitting,chinchilla,fineweb_c4,transformer,,misfitting__fineweb_c4__transformer,2379013793.712064,76816896.0,1.0964907310448704e+18,3.6726727592036417
misfitting,chinchilla,fineweb_c4,transformer,,misfitting__fineweb_c4__transformer,1945365615.3081658,93940416.0,1.0964907310448704e+18,3.656661129995835
misfitting,chinchilla,fineweb_c4,transformer,,misfitting__fineweb_c4__transformer,1607026261.1340387,113718400.0,1.0964907310448704e+18,3.649715740473632
misfitting,chinchilla,fineweb_c4,transformer,,misfitting__fineweb_c4__transformer,1283394921.6469018,142394560.0,1.0964907310448704e+18,3.670804829573734
misfitting,chinchilla,fineweb_c4,transformer,,misfitting__fineweb_c4__transformer,1034954864.9063274,176576256.0,1.0964907310448704e+18,3.7121014663566774
misfitting,chinchilla,fineweb_c4,transformer,,misfitting__fineweb_c4__transformer,617538300.7897024,295930560.0,1.0964907310448704e+18,3.9546076399577523
misfitting,chinchilla,fineweb_c4,transformer,,misfitting__fineweb_c4__transformer,436341314.01811546,418819968.0,1.0964907310448704e+18,4.261068671949623
misfitting,chinchilla,fineweb_c4,transformer,,misfitting__fineweb_c4__transformer,3952962202.1248326,57234240.0,1.357468724324047e+18,3.6628128690790307
misfitting,chinchilla,fineweb_c4,transformer,,misfitting__fineweb_c4__transformer,3645996968.7061534,62052928.0,1.357468724324047e+18,3.6087110717256947
misfitting,chinchilla,fineweb_c4,transformer,,misfitting__fineweb_c4__transformer,2945247714.608791,76816896.0,1.357468724324047e+18,3.6223384677697097
misfitting,chinchilla,fineweb_c4,transformer,,misfitting__fineweb_c4__transformer,2408386049.5927672,93940416.0,1.357468724324047e+18,3.595301933169695
misfitting,chinchilla,fineweb_c4,transformer,,misfitting__fineweb_c4__transformer,1989517856.2777984,113718400.0,1.357468724324047e+18,3.5852520357475344
misfitting,chinchilla,fineweb_c4,transformer,,misfitting__fineweb_c4__transformer,1588858362.1968508,142394560.0,1.357468724324047e+18,3.5939324273071906
misfitting,chinchilla,fineweb_c4,transformer,,misfitting__fineweb_c4__transformer,1281286581.2906418,176576256.0,1.357468724324047e+18,3.604172057656345
misfitting,chinchilla,fineweb_c4,transformer,,misfitting__fineweb_c4__transformer,764519850.1545132,295930560.0,1.357468724324047e+18,3.8136822504517194
misfitting,chinchilla,fineweb_c4,transformer,,misfitting__fineweb_c4__transformer,540195799.3257408,418819968.0,1.357468724324047e+18,3.9914120217771107
misfitting,chinchilla,fineweb_c4,transformer,,misfitting__fineweb_c4__transformer,433108489.5954725,522374400.0,1.357468724324047e+18,4.2126765367166
misfitting,chinchilla,fineweb_c4,transformer,,misfitting__fineweb_c4__transformer,4513788136.888856,62052928.0,1.68056262159371e+18,3.5906247706152503
misfitting,chinchilla,fineweb_c4,transformer,,misfitting__fineweb_c4__transformer,3646252124.8661017,76816896.0,1.68056262159371e+18,3.575855707686939
misfitting,chinchilla,fineweb_c4,transformer,,misfitting__fineweb_c4__transformer,2981610920.965246,93940416.0,1.68056262159371e+18,3.536987227691201
misfitting,chinchilla,fineweb_c4,transformer,,misfitting__fineweb_c4__transformer,2463047055.407202,113718400.0,1.68056262159371e+18,3.5235625644157103
misfitting,chinchilla,fineweb_c4,transformer,,misfitting__fineweb_c4__transformer,1967025778.692798,142394560.0,1.68056262159371e+18,3.526758515473402
misfitting,chinchilla,fineweb_c4,transformer,,misfitting__fineweb_c4__transformer,1586248211.4561222,176576256.0,1.68056262159371e+18,3.549259630042211
misfitting,chinchilla,fineweb_c4,transformer,,misfitting__fineweb_c4__transformer,946484777.5965359,295930560.0,1.68056262159371e+18,3.683874945409743
misfitting,chinchilla,fineweb_c4,transformer,,misfitting__fineweb_c4__transformer,668768902.3117884,418819968.0,1.68056262159371e+18,3.854266001439215
misfitting,chinchilla,fineweb_c4,transformer,,misfitting__fineweb_c4__transformer,536193523.77455395,522374400.0,1.68056262159371e+18,3.976465506366988
misfitting,chinchilla,fineweb_c4,transformer,,misfitting__fineweb_c4__transformer,4514104023.286344,76816896.0,2.0805567557398116e+18,3.530383645266752
misfitting,chinchilla,fineweb_c4,transformer,,misfitting__fineweb_c4__transformer,3691270212.0668554,93940416.0,2.0805567557398116e+18,3.486840916540194
misfitting,chinchilla,fineweb_c4,transformer,,misfitting__fineweb_c4__transformer,3049281904.159473,113718400.0,2.0805567557398116e+18,3.4659941717563267
misfitting,chinchilla,fineweb_c4,transformer,,misfitting__fineweb_c4__transformer,2435201592.6027555,142394560.0,2.0805567557398116e+18,3.448223658147901
misfitting,chinchilla,fineweb_c4,transformer,,misfitting__fineweb_c4__transformer,1963794380.6553957,176576256.0,2.0805567557398116e+18,3.471765963497485
misfitting,chinchilla,fineweb_c4,transformer,,misfitting__fineweb_c4__transformer,1171759548.2195842,295930560.0,2.0805567557398116e+18,3.5814337296934178
misfitting,chinchilla,fineweb_c4,transformer,,misfitting__fineweb_c4__transformer,827943951.540459,418819968.0,2.0805567557398116e+18,3.7055974695291614
misfitting,chinchilla,fineweb_c4,transformer,,misfitting__fineweb_c4__transformer,663814037.0009874,522374400.0,2.0805567557398116e+18,3.836510498531621
misfitting,chinchilla,fineweb_c4,transformer,,misfitting__fineweb_c4__transformer,293178796.65981185,1182757632.0,2.0805567557398116e+18,4.779128767374107
misfitting,chinchilla,fineweb_c4,transformer,,misfitting__fineweb_c4__transformer,5588515120.522074,76816896.0,2.57575430884543e+18,3.4851491118362015
misfitting,chinchilla,fineweb_c4,transformer,,misfitting__fineweb_c4__transformer,4569836957.157733,93940416.0,2.57575430884543e+18,3.4688846236094832
misfitting,chinchilla,fineweb_c4,transformer,,misfitting__fineweb_c4__transformer,3775047703.8682537,113718400.0,2.57575430884543e+18,3.416307809864347
misfitting,chinchilla,fineweb_c4,transformer,,misfitting__fineweb_c4__transformer,3014808886.010615,142394560.0,2.57575430884543e+18,3.4039176693590907
misfitting,chinchilla,fineweb_c4,transformer,,misfitting__fineweb_c4__transformer,2431201082.9336624,176576256.0,2.57575430884543e+18,3.398322374710278
misfitting,chinchilla,fineweb_c4,transformer,,misfitting__fineweb_c4__transformer,1450652426.0541785,295930560.0,2.57575430884543e+18,3.508809994394879
misfitting,chinchilla,fineweb_c4,transformer,,misfitting__fineweb_c4__transformer,1025004578.5963377,418819968.0,2.57575430884543e+18,3.5989700251314245
misfitting,chinchilla,fineweb_c4,transformer,,misfitting__fineweb_c4__transformer,821809768.640216,522374400.0,2.57575430884543e+18,3.690666354982521
misfitting,chinchilla,fineweb_c4,transformer,,misfitting__fineweb_c4__transformer,6918648992.40111,76816896.0,3.188814840658685e+18,3.4451476317119893
misfitting,chinchilla,fineweb_c4,transformer,,misfitting__fineweb_c4__transformer,5657513163.554447,93940416.0,3.188814840658685e+18,3.463493031377253
misfitting,chinchilla,fineweb_c4,transformer,,misfitting__fineweb_c4__transformer,4673554500.501069,113718400.0,3.188814840658685e+18,3.429289937872784
misfitting,chinchilla,fineweb_c4,transformer,,misfitting__fineweb_c4__transformer,3732369692.422104,142394560.0,3.188814840658685e+18,3.347814918116293
misfitting,chinchilla,fineweb_c4,transformer,,misfitting__fineweb_c4__transformer,3009856206.883109,176576256.0,3.188814840658685e+18,3.3533305736320878
misfitting,chinchilla,fineweb_c4,transformer,,misfitting__fineweb_c4__transformer,1795925166.0584862,295930560.0,3.188814840658685e+18,3.4430902538542396
