method,surface,log_range,parameter,relative_error_pct,abs_relative_error_pct,convergence_failure
"5D L-BFGS-B (numerical grad)",chinchilla,0.747368,alpha,0.00010755880330184113,0.00010755880330184113,False
"5D L-BFGS-B (numerical grad)",chinchilla,0.747368,beta,0.00015343634834907857,0.00015343634834907857,False
"5D L-BFGS-B (numerical grad)",chinchilla,0.836842,E,7.939929446334035e-05,7.939929446334035e-05,False
"5D L-BFGS-B (numerical grad)",chinchilla,0.836842,A,0.00041081792191710424,0.00041081792191710424,False
"5D L-BFGS-B (numerical grad)",chinchilla,0.836842,B,0.0005719148195169678,0.0005719148195169678,False
"5D L-BFGS-B (numerical grad)",chinchilla,0.836842,alpha,7.820820541835344e-05,7.820820541835344e-05,False
"5D L-BFGS-B (numerical grad)",chinchilla,0.836842,beta,0.00011127182986522423,0.00011127182986522423,False
"5D L-BFGS-B (numerical grad)",chinchilla,0.926316,E,8.729117996478357e-05,8.729117996478357e-05,False
"5D L-BFGS-B (numerical grad)",chinchilla,0.926316,A,0.0004619123209700205,0.0004619123209700205,False
"5D L-BFGS-B (numerical grad)",chinchilla,0.926316,B,0.000610724713639613,0.000610724713639613,False
"5D L-BFGS-B (numerical grad)",chinchilla,0.926316,alpha,8.792930840955899e-05,8.792930840955899e-05,False
"5D L-BFGS-B (numerical grad)",chinchilla,0.926316,beta,0.00011978050817080491,0.00011978050817080491,False
"5D L-BFGS-B (numerical grad)",chinchilla,1.015789,E,7.416931287418054e-05,7.416931287418054e-05,False
"5D L-BFGS-B (numerical grad)",chinchilla,1.015789,A,0.000363542472416231,0.000363542472416231,False
"5D L-BFGS-B (numerical grad)",chinchilla,1.015789,B,0.0005048136045939309,0.0005048136045939309,False
"5D L-BFGS-B (numerical grad)",chinchilla,1.015789,alpha,6.963298730106363e-05,6.963298730106363e-05,False
"5D L-BFGS-B (numerical grad)",chinchilla,1.015789,beta,9.994548218800984e-05,9.994548218800984e-05,False
"5D L-BFGS-B (numerical grad)",chinchilla,1.105263,E,6.76671729694465e-05,6.76671729694465e-05,False
"5D L-BFGS-B (numerical grad)",chinchilla,1.105263,A,0.00033434327299742596,0.00033434327299742596,False
"5D L-BFGS-B (numerical grad)",chinchilla,1.105263,B,0.00045034194675580206,0.00045034194675580206,False
"5D L-BFGS-B (numerical grad)",chinchilla,1.105263,alpha,6.474472972456727e-05,6.474472972456727e-05,False
"5D L-BFGS-B (numerical grad)",chinchilla,1.105263,beta,8.93834127348368e-05,8.93834127348368e-05,False
"5D L-BFGS-B (numerical grad)",chinchilla,1.194737,E,5.941450959100211e-05,5.941450959100211e-05,False
"5D L-BFGS-B (numerical grad)",chinchilla,1.194737,A,0.00028126134111852567,0.00028126134111852567,False
"5D L-BFGS-B (numerical grad)",chinchilla,1.194737,B,0.00038497544816200904,0.00038497544816200904,False
"5D L-BFGS-B (numerical grad)",chinchilla,1.194737,alpha,5.499843925054334e-05,5.499843925054334e-05,False
"5D L-BFGS-B (numerical grad)",chinchilla,1.194737,beta,7.693128420019742e-05,7.693128420019742e-05,False
"5D L-BFGS-B (numerical grad)",chinchilla,1.284211,E,5.243094761772008e-05,5.243094761772008e-05,False
"5D L-BFGS-B (numerical grad)",chinchilla,1.284211,A,0.0002271619069926877,0.0002271619069926877,False
"5D L-BFGS-B (numerical grad)",chinchilla,1.284211,B,0.00033253733829145376,0.00033253733829145376,False
"5D L-BFGS-B (numerical grad)",chinchilla,1.284211,alpha,4.4793583613553395e-05,4.4793583613553395e-05,False
"5D L-BFGS-B (numerical grad)",chinchilla,1.284211,beta,6.7133999668924e-05,6.7133999668924e-05,False
"5D L-BFGS-B (numerical grad)",chinchilla,1.373684,E,4.6606594730818494e-05,4.6606594730818494e-05,False
"5D L-BFGS-B (numerical grad)",chinchilla,1.373684,A,0.00020042119861542472,0.00020042119861542472,False
"5D L-BFGS-B (numerical grad)",chinchilla,1.373684,B,0.0002845948859216871,0.0002845948859216871,False
"5D L-BFGS-B (numerical grad)",chinchilla,1.373684,alpha,4.005725187824559e-05,4.005725187824559e-05,False
"5D L-BFGS-B (numerical grad)",chinchilla,1.373684,beta,5.7735366170470154e-05,5.7735366170470154e-05,False
"5D L-BFGS-B (numerical grad)",chinchilla,1.463158,E,4.164941250529647e-05,4.164941250529647e-05,False
"5D L-BFGS-B (numerical grad)",chinchilla,1.463158,A,0.00017011378282580524,0.00017011378282580524,False
"5D L-BFGS-B (numerical grad)",chinchilla,1.463158,B,0.0002462526488204473,0.0002462526488204473,False
"5D L-BFGS-B (numerical grad)",chinchilla,1.463158,alpha,3.440846299061854e-05,3.440846299061854e-05,False
"5D L-BFGS-B (numerical grad)",chinchilla,1.463158,beta,5.0365840069994345e-05,5.0365840069994345e-05,False
"5D L-BFGS-B (numerical grad)",chinchilla,1.552632,E,2.667736955733372e-05,2.667736955733372e-05,False
"5D L-BFGS-B (numerical grad)",chinchilla,1.552632,A,0.0001279378621451476,0.0001279378621451476,False
"5D L-BFGS-B (numerical grad)",chinchilla,1.552632,B,0.00013372841018176654,0.00013372841018176654,False
"5D L-BFGS-B (numerical grad)",chinchilla,1.552632,alpha,2.5858658221225404e-05,2.5858658221225404e-05,False
"5D L-BFGS-B (numerical grad)",chinchilla,1.552632,beta,2.7798254016125104e-05,2.7798254016125104e-05,False
"5D L-BFGS-B (numerical grad)",chinchilla,1.642105,E,3.199443803908891e-05,3.199443803908891e-05,False
"5D L-BFGS-B (numerical grad)",chinchilla,1.642105,A,0.00011202258912616378,0.00011202258912616378,False
"5D L-BFGS-B (numerical grad)",chinchilla,1.642105,B,0.00018041382123537946,0.00018041382123537946,False
"5D L-BFGS-B (numerical grad)",chinchilla,1.642105,alpha,2.332729398535349e-05,2.332729398535349e-05,False
"5D L-BFGS-B (numerical grad)",chinchilla,1.642105,beta,3.7540237426573034e-05,3.7540237426573034e-05,False
"5D L-BFGS-B (numerical grad)",chinchilla,1.731579,E,3.10230797132963e-05,3.10230797132963e-05,False
"5D L-BFGS-B (numerical grad)",chinchilla,1.731579,A,0.00010837948294198396,0.00010837948294198396,False
"5D L-BFGS-B (numerical grad)",chinchilla,1.731579,B,0.00016489813955628023,0.00016489813955628023,False
"5D L-BFGS-B (numerical grad)",chinchilla,1.731579,alpha,2.279438843559986e-05,2.279438843559986e-05,False
"5D L-BFGS-B (numerical grad)",chinchilla,1.731579,beta,3.46208214081172e-05,3.46208214081172e-05,False
"5D L-BFGS-B (numerical grad)",chinchilla,1.821053,E,6.006188130673648e-06,6.006188130673648e-06,False
"5D L-BFGS-B (numerical grad)",chinchilla,1.821053,A,4.339361080436953e-06,4.339361080436953e-06,False
"5D L-BFGS-B (numerical grad)",chinchilla,1.821053,B,5.97310755283879e-05,5.97310755283879e-05,False
"5D L-BFGS-B (numerical grad)",chinchilla,1.821053,alpha,6.906341511752851e-07,6.906341511752851e-07,False
"5D L-BFGS-B (numerical grad)",chinchilla,1.821053,beta,1.2333591647983866e-05,1.2333591647983866e-05,False
"5D L-BFGS-B (numerical grad)",chinchilla,1.910526,E,2.5766066545320253e-05,2.5766066545320253e-05,False
"5D L-BFGS-B (numerical grad)",chinchilla,1.910526,A,8.23516797851422e-05,8.23516797851422e-05,False
"5D L-BFGS-B (numerical grad)",chinchilla,1.910526,B,0.00012715414793730348,0.00012715414793730348,False
"5D L-BFGS-B (numerical grad)",chinchilla,1.910526,alpha,1.7742511104103814e-05,1.7742511104103814e-05,False
"5D L-BFGS-B (numerical grad)",chinchilla,1.910526,beta,2.717048582155458e-05,2.717048582155458e-05,False
"5D L-BFGS-B (numerical grad)",chinchilla,2.000000,E,2.421255095170482e-05,2.421255095170482e-05,False
"5D L-BFGS-B (numerical grad)",chinchilla,2.000000,A,7.039488966545753e-05,7.039488966545753e-05,False
"5D L-BFGS-B (numerical grad)",chinchilla,2.000000,B,0.00011462730273041022,0.00011462730273041022,False
"5D L-BFGS-B (numerical grad)",chinchilla,2.000000,alpha,1.549051338181454e-05,1.549051338181454e-05,False
"5D L-BFGS-B (numerical grad)",chinchilla,2.000000,beta,2.4801929022449134e-05,2.4801929022449134e-05,False
"5D L-BFGS-B (numerical grad)",asymmetric,0.300000,E,0.001431368842387726,0.001431368842387726,False
"5D L-BFGS-B (numerical grad)",asymmetric,0.300000,A,-0.0011230093986075136,0.0011230093986075136,False
"5D L-BFGS-B (numerical grad)",asymmetric,0.300000,B,0.002581409243953552,0.002581409243953552,False
"5D L-BFGS-B (numerical grad)",asymmetric,0.300000,alpha,-0.00026840154671085875,0.00026840154671085875,False
"5D L-BFGS-B (numerical grad)",asymmetric,0.300000,beta,0.0007271795270774416,0.0007271795270774416,False
"5D L-BFGS-B (numerical grad)",asymmetric,0.389474,E,0.00158442441885828,0.00158442441885828,False
"5D L-BFGS-B (numerical grad)",asymmetric,0.389474,A,-4.710004882351375e-05,4.710004882351375e-05,False
"5D L-BFGS-B (numerical grad)",asymmetric,0.389474,B,0.002423870194591138,0.002423870194591138,False
"5D L-BFGS-B (numerical grad)",asymmetric,0.389474,alpha,-1.374190530781936e-05,1.374190530781936e-05,False
"5D L-BFGS-B (numerical grad)",asymmetric,0.389474,beta,0.0006809808190820812,0.0006809808190820812,False
"5D L-BFGS-B (numerical grad)",asymmetric,0.478947,E,0.001520423188809527,0.001520423188809527,False
"5D L-BFGS-B (numerical grad)",asymmetric,0.478947,A,0.0006524051677614821,0.0006524051677614821,False
"5D L-BFGS-B (numerical grad)",asymmetric,0.478947,B,0.002142323021802691,0.002142323021802691,False
"5D L-BFGS-B (numerical grad)",asymmetric,0.478947,alpha,0.00014355530610122094,0.00014355530610122094,False
"5D L-BFGS-B (numerical grad)",asymmetric,0.478947,beta,0.000600474399791198,0.000600474399791198,False
"5D L-BFGS-B (numerical grad)",asymmetric,0.568421,E,0.0014175352938667017,0.0014175352938667017,False
"5D L-BFGS-B (numerical grad)",asymmetric,0.568421,A,0.0005212714767269715,0.0005212714767269715,False
"5D L-BFGS-B (numerical grad)",asymmetric,0.568421,B,0.002003514077747712,0.002003514077747712,False
"5D L-BFGS-B (numerical grad)",asymmetric,0.568421,alpha,0.00011286528597025607,0.00011286528597025607,False
"5D L-BFGS-B (numerical grad)",asymmetric,0.568421,beta,0.0005635454600284189,0.0005635454600284189,False
"5D L-BFGS-B (numerical grad)",asymmetric,0.657895,E,0.0010548667651409274,0.0010548667651409274,False
"5D L-BFGS-B (numerical grad)",asymmetric,0.657895,A,0.0011908658568516538,0.0011908658568516538,False
"5D L-BFGS-B (numerical grad)",asymmetric,0.657895,B,0.0011885256470761502,0.0011885256470761502,False
"5D L-BFGS-B (numerical grad)",asymmetric,0.657895,alpha,0.0002704952962454197,0.0002704952962454197,False
"5D L-BFGS-B (numerical grad)",asymmetric,0.657895,beta,0.00033791888776416127,0.00033791888776416127,False
"5D L-BFGS-B (numerical grad)",asymmetric,0.747368,E,0.0010680805102029022,0.0010680805102029022,False
"5D L-BFGS-B (numerical grad)",asymmetric,0.747368,A,0.00048150644734044017,0.00048150644734044017,False
"5D L-BFGS-B (numerical grad)",asymmetric,0.747368,B,0.0013897478340634214,0.0013897478340634214,False
"5D L-BFGS-B (numerical grad)",asymmetric,0.747368,alpha,0.00011252110355769751,0.00011252110355769751,False
"5D L-BFGS-B (numerical grad)",asymmetric,0.747368,beta,0.00039417769213553444,0.00039417769213553444,False
"5D L-BFGS-B (numerical grad)",asymmetric,0.836842,E,0.001081627843674895,0.001081627843674895,False
"5D L-BFGS-B (numerical grad)",asymmetric,0.836842,A,0.0005515650518014902,0.0005515650518014902,False
"5D L-BFGS-B (numerical grad)",asymmetric,0.836842,B,0.0014590768478295146,0.0014590768478295146,False
"5D L-BFGS-B (numerical grad)",asymmetric,0.836842,alpha,0.00012006273966661674,0.00012006273966661674,False
"5D L-BFGS-B (numerical grad)",asymmetric,0.836842,beta,0.0004134078481693985,0.0004134078481693985,False
"5D L-BFGS-B (numerical grad)",asymmetric,0.926316,E,0.0009242877727751464,0.0009242877727751464,False
"5D L-BFGS-B (numerical grad)",asymmetric,0.926316,A,0.0011983269083168445,0.0011983269083168445,False
"5D L-BFGS-B (numerical grad)",asymmetric,0.926316,B,0.0009978998908329651,0.0009978998908329651,False
"5D L-BFGS-B (numerical grad)",asymmetric,0.926316,alpha,0.0002735401767460824,0.0002735401767460824,False
"5D L-BFGS-B (numerical grad)",asymmetric,0.926316,beta,0.00028350344824423063,0.00028350344824423063,False
"5D L-BFGS-B (numerical grad)",asymmetric,1.015789,E,0.0009122505635838723,0.0009122505635838723,False
"5D L-BFGS-B (numerical grad)",asymmetric,1.015789,A,0.0004927023633597418,0.0004927023633597418,False
"5D L-BFGS-B (numerical grad)",asymmetric,1.015789,B,0.0011601894666869448,0.0011601894666869448,False
"5D L-BFGS-B (numerical grad)",asymmetric,1.015789,alpha,0.00011492327021922132,0.00011492327021922132,False
"5D L-BFGS-B (numerical grad)",asymmetric,1.015789,beta,0.00033065350944727265,0.00033065350944727265,False
"5D L-BFGS-B (numerical grad)",asymmetric,1.105263,E,0.0006124269658792522,0.0006124269658792522,False
"5D L-BFGS-B (numerical grad)",asymmetric,1.105263,A,0.00020782949484211756,0.00020782949484211756,False
"5D L-BFGS-B (numerical grad)",asymmetric,1.105263,B,0.0008040641749345035,0.0008040641749345035,False
"5D L-BFGS-B (numerical grad)",asymmetric,1.105263,alpha,4.957357513738027e-05,4.957357513738027e-05,False
"5D L-BFGS-B (numerical grad)",asymmetric,1.105263,beta,0.0002294166358677189,0.0002294166358677189,False
"5D L-BFGS-B (numerical grad)",asymmetric,1.194737,E,0.000529374055058394,0.000529374055058394,False
"5D L-BFGS-B (numerical grad)",asymmetric,1.194737,A,0.00025670903571890487,0.00025670903571890487,False
"5D L-BFGS-B (numerical grad)",asymmetric,1.194737,B,0.0007619448459209688,0.0007619448459209688,False
"5D L-BFGS-B (numerical grad)",asymmetric,1.194737,alpha,5.873245660424228e-05,5.873245660424228e-05,False
"5D L-BFGS-B (numerical grad)",asymmetric,1.194737,beta,0.00021429712216217237,0.00021429712216217237,False
"5D L-BFGS-B (numerical grad)",asymmetric,1.284211,E,0.0006614219911810774,0.0006614219911810774,False
"5D L-BFGS-B (numerical grad)",asymmetric,1.284211,A,0.0003094750675987324,0.0003094750675987324,False
"5D L-BFGS-B (numerical grad)",asymmetric,1.284211,B,0.0007426195837482609,0.0007426195837482609,False
"5D L-BFGS-B (numerical grad)",asymmetric,1.284211,alpha,8.018174747815103e-05,8.018174747815103e-05,False
"5D L-BFGS-B (numerical grad)",asymmetric,1.284211,beta,0.00021571581592678832,0.00021571581592678832,False
"5D L-BFGS-B (numerical grad)",asymmetric,1.373684,E,0.0005609357490399324,0.0005609357490399324,False
"5D L-BFGS-B (numerical grad)",asymmetric,1.373684,A,0.00018196248616362038,0.00018196248616362038,False
"5D L-BFGS-B (numerical grad)",asymmetric,1.373684,B,0.0006950631080193981,0.0006950631080193981,False
"5D L-BFGS-B (numerical grad)",asymmetric,1.373684,alpha,4.613175330386794e-05,4.613175330386794e-05,False
"5D L-BFGS-B (numerical grad)",asymmetric,1.373684,beta,0.0002010495732978283,0.0002010495732978283,False
"5D L-BFGS-B (numerical grad)",asymmetric,1.463158,E,0.0002544205670072477,0.0002544205670072477,False
"5D L-BFGS-B (numerical grad)",asymmetric,1.463158,A,6.354004100825295e-05,6.354004100825295e-05,False
"5D L-BFGS-B (numerical grad)",asymmetric,1.463158,B,0.0002803225593486559,0.0002803225593486559,False
"5D L-BFGS-B (numerical grad)",asymmetric,1.463158,alpha,1.3572810462166842e-05,1.3572810462166842e-05,False
"5D L-BFGS-B (numerical grad)",asymmetric,1.463158,beta,8.430735783328662e-05,8.430735783328662e-05,False
"5D L-BFGS-B (numerical grad)",asymmetric,1.552632,E,0.00047187792981423277,0.00047187792981423277,False
"5D L-BFGS-B (numerical grad)",asymmetric,1.552632,A,0.00013359105180956872,0.00013359105180956872,False
"5D L-BFGS-B (numerical grad)",asymmetric,1.552632,B,0.0005629876979530133,0.0005629876979530133,False
"5D L-BFGS-B (numerical grad)",asymmetric,1.552632,alpha,3.5721869834896974e-05,3.5721869834896974e-05,False
"5D L-BFGS-B (numerical grad)",asymmetric,1.552632,beta,0.000164502995383326,0.000164502995383326,False
"5D L-BFGS-B (numerical grad)",asymmetric,1.642105,E,0.00042694482483255773,0.00042694482483255773,False
"5D L-BFGS-B (numerical grad)",asymmetric,1.642105,A,0.0001071311614887782,0.0001071311614887782,False
"5D L-BFGS-B (numerical grad)",asymmetric,1.642105,B,0.0005025457785308543,0.0005025457785308543,False
"5D L-BFGS-B (numerical grad)",asymmetric,1.642105,alpha,2.9540115001664646e-05,2.9540115001664646e-05,False
"5D L-BFGS-B (numerical grad)",asymmetric,1.642105,beta,0.00014751238103776068,0.00014751238103776068,False
"5D L-BFGS-B (numerical grad)",asymmetric,1.731579,E,0.00039581340284262543,0.00039581340284262543,False
"5D L-BFGS-B (numerical grad)",asymmetric,1.731579,A,9.050909394487484e-05,9.050909394487484e-05,False
"5D L-BFGS-B (numerical grad)",asymmetric,1.731579,B,0.0004566920011170992,0.0004566920011170992,False
"5D L-BFGS-B (numerical grad)",asymmetric,1.731579,alpha,2.5726009494729483e-05,2.5726009494729483e-05,False
"5D L-BFGS-B (numerical grad)",asymmetric,1.731579,beta,0.00013482048003089103,0.00013482048003089103,False
"5D L-BFGS-B (numerical grad)",asymmetric,1.821053,E,0.0003654241778731693,0.0003654241778731693,False
"5D L-BFGS-B (numerical grad)",asymmetric,1.821053,A,7.476737601045558e-05,7.476737601045558e-05,False
"5D L-BFGS-B (numerical grad)",asymmetric,1.821053,B,0.0004142340330757531,0.0004142340330757531,False
"5D L-BFGS-B (numerical grad)",asymmetric,1.821053,alpha,2.1977627877685116e-05,2.1977627877685116e-05,False
"5D L-BFGS-B (numerical grad)",asymmetric,1.821053,beta,0.0001229475962257503,0.0001229475962257503,False
"5D L-BFGS-B (numerical grad)",asymmetric,1.910526,E,0.00033855580827953574,0.00033855580827953574,False
"5D L-BFGS-B (numerical grad)",asymmetric,1.910526,A,6.223042038982833e-05,6.223042038982833e-05,False
"5D L-BFGS-B (numerical grad)",asymmetric,1.910526,B,0.00037695828354879343,0.00037695828354879343,False
"5D L-BFGS-B (numerical grad)",asymmetric,1.910526,alpha,1.894022739124099e-05,1.894022739124099e-05,False
"5D L-BFGS-B (numerical grad)",asymmetric,1.910526,beta,0.00011249153759034094,0.00011249153759034094,False
"5D L-BFGS-B (numerical grad)",asymmetric,2.000000,E,0.0003141404214994871,0.0003141404214994871,False
"5D L-BFGS-B (numerical grad)",asymmetric,2.000000,A,5.205231097592758e-05,5.205231097592758e-05,False
"5D L-BFGS-B (numerical grad)",asymmetric,2.000000,B,0.0003440146945284144,0.0003440146945284144,False
"5D L-BFGS-B (numerical grad)",asymmetric,2.000000,alpha,1.641100925404489e-05,1.641100925404489e-05,False
"5D L-BFGS-B (numerical grad)",asymmetric,2.000000,beta,0.00010317925549794342,0.00010317925549794342,False
"2D L-BFGS-B (analytical grad)",symmetric,0.300000,E,4.5394326036448706e-11,4.5394326036448706e-11,False
"2D L-BFGS-B (analytical grad)",symmetric,0.300000,A,3.17839976560208e-10,3.17839976560208e-10,False
"2D L-BFGS-B (analytical grad)",symmetric,0.300000,B,3.1481306450587e-10,3.1481306450587e-10,False
"2D L-BFGS-B (analytical grad)",symmetric,0.300000,alpha,5.993413650678062e-11,5.993413650678062e-11,False
"2D L-BFGS-B (analytical grad)",symmetric,0.300000,beta,5.932530452553458e-11,5.932530452553458e-11,False
"2D L-BFGS-B (analytical grad)",symmetric,0.389474,E,-1.4452607421155884e-13,1.4452607421155884e-13,False
"2D L-BFGS-B (analytical grad)",symmetric,0.389474,A,-9.237055564881302e-12,9.237055564881302e-12,False
"2D L-BFGS-B (analytical grad)",symmetric,0.389474,B,6.437517185986508e-12,6.437517185986508e-12,False
"2D L-BFGS-B (analytical grad)",symmetric,0.389474,alpha,-1.8085891207603356e-12,1.8085891207603356e-12,False
"2D L-BFGS-B (analytical grad)",symmetric,0.389474,beta,1.2892912544034075e-12,1.2892912544034075e-12,False
"2D L-BFGS-B (analytical grad)",symmetric,0.478947,E,-8.396964911691569e-11,8.396964911691569e-11,False
"2D L-BFGS-B (analytical grad)",symmetric,0.478947,A,-5.839382311023655e-10,5.839382311023655e-10,False
"2D L-BFGS-B (analytical grad)",symmetric,0.478947,B,-5.608882247543079e-10,5.608882247543079e-10,False
"2D L-BFGS-B (analytical grad)",symmetric,0.478947,alpha,-1.1077160694082611e-10,1.1077160694082611e-10,False
"2D L-BFGS-B (analytical grad)",symmetric,0.478947,beta,-1.0622327390445853e-10,1.0622327390445853e-10,False
"2D L-BFGS-B (analytical grad)",symmetric,0.568421,E,4.598556906731418e-13,4.598556906731418e-13,False
"2D L-BFGS-B (analytical grad)",symmetric,0.568421,A,4.163780431554187e-12,4.163780431554187e-12,False
"2D L-BFGS-B (analytical grad)",symmetric,0.568421,B,1.9042545318370685e-12,1.9042545318370685e-12,False
"2D L-BFGS-B (analytical grad)",symmetric,0.568421,alpha,8.237138569799548e-13,8.237138569799548e-13,False
"2D L-BFGS-B (analytical grad)",symmetric,0.568421,beta,3.5813645955650213e-13,3.5813645955650213e-13,False
"2D L-BFGS-B (analytical grad)",symmetric,0.657895,E,9.667971880003683e-08,9.667971880003683e-08,False
"2D L-BFGS-B (analytical grad)",symmetric,0.657895,A,6.36505220086292e-07,6.36505220086292e-07,False
"2D L-BFGS-B (analytical grad)",symmetric,0.657895,B,6.365402640540196e-07,6.365402640540196e-07,False
"2D L-BFGS-B (analytical grad)",symmetric,0.657895,alpha,1.2166348573755715e-07,1.2166348573755715e-07,False
"2D L-BFGS-B (analytical grad)",symmetric,0.657895,beta,1.2167043358487256e-07,1.2167043358487256e-07,False
"2D L-BFGS-B (analytical grad)",symmetric,0.747368,E,9.14012192690761e-08,9.14012192690761e-08,False
"2D L-BFGS-B (analytical grad)",symmetric,0.747368,A,5.880881985831365e-07,5.880881985831365e-07,False
"2D L-BFGS-B (analytical grad)",symmetric,0.747368,B,5.8807729885757e-07,5.8807729885757e-07,False
"2D L-BFGS-B (analytical grad)",symmetric,0.747368,alpha,1.1302552084222197e-07,1.1302552084222197e-07,False
"2D L-BFGS-B (analytical grad)",symmetric,0.747368,beta,1.1302337202346463e-07,1.1302337202346463e-07,False
"2D L-BFGS-B (analytical grad)",symmetric,0.836842,E,8.561523613662252e-08,8.561523613662252e-08,False
"2D L-BFGS-B (analytical grad)",symmetric,0.836842,A,5.359770938184738e-07,5.359770938184738e-07,False
"2D L-BFGS-B (analytical grad)",symmetric,0.836842,B,5.360326866821197e-07,5.360326866821197e-07,False
"2D L-BFGS-B (analytical grad)",symmetric,0.836842,alpha,1.0366918792948537e-07,1.0366918792948537e-07,False
"2D L-BFGS-B (analytical grad)",symmetric,0.836842,beta,1.0368029015973163e-07,1.0368029015973163e-07,False
"2D L-BFGS-B (analytical grad)",symmetric,0.926316,E,8.010169779279173e-08,8.010169779279173e-08,False
"2D L-BFGS-B (analytical grad)",symmetric,0.926316,A,4.857533184576823e-07,4.857533184576823e-07,False
"2D L-BFGS-B (analytical grad)",symmetric,0.926316,B,4.857511441969109e-07,4.857511441969109e-07,False
"2D L-BFGS-B (analytical grad)",symmetric,0.926316,alpha,9.464654866294056e-08,9.464654866294056e-08,False
"2D L-BFGS-B (analytical grad)",symmetric,0.926316,beta,9.464611889918907e-08,9.464611889918907e-08,False
"2D L-BFGS-B (analytical grad)",symmetric,1.015789,E,7.549106638949664e-08,7.549106638949664e-08,False
"2D L-BFGS-B (analytical grad)",symmetric,1.015789,A,4.413594041352553e-07,4.413594041352553e-07,False
"2D L-BFGS-B (analytical grad)",symmetric,1.015789,B,4.41376784010572e-07,4.41376784010572e-07,False
"2D L-BFGS-B (analytical grad)",symmetric,1.015789,alpha,8.671516909548737e-08,8.671516909548737e-08,False
"2D L-BFGS-B (analytical grad)",symmetric,1.015789,beta,8.671867883279102e-08,8.671867883279102e-08,False
"2D L-BFGS-B (analytical grad)",symmetric,1.105263,E,7.216397105127441e-08,7.216397105127441e-08,False
"2D L-BFGS-B (analytical grad)",symmetric,1.105263,A,4.0490567698725494e-07,4.0490567698725494e-07,False
"2D L-BFGS-B (analytical grad)",symmetric,1.105263,B,4.048865775985177e-07,4.048865775985177e-07,False
"2D L-BFGS-B (analytical grad)",symmetric,1.105263,alpha,8.029859931102032e-08,8.029859931102032e-08,False
"2D L-BFGS-B (analytical grad)",symmetric,1.105263,beta,8.029474934408009e-08,8.029474934408009e-08,False
"2D L-BFGS-B (analytical grad)",symmetric,1.194737,E,4.4355065314261426e-08,4.4355065314261426e-08,False
"2D L-BFGS-B (analytical grad)",symmetric,1.194737,A,2.37091967392189e-07,2.37091967392189e-07,False
"2D L-BFGS-B (analytical grad)",symmetric,1.194737,B,2.3708071239525452e-07,2.3708071239525452e-07,False
"2D L-BFGS-B (analytical grad)",symmetric,1.194737,alpha,4.75071236829836e-08,4.75071236829836e-08,False
"2D L-BFGS-B (analytical grad)",symmetric,1.194737,beta,4.7504831609642445e-08,4.7504831609642445e-08,False
"2D L-BFGS-B (analytical grad)",symmetric,1.284211,E,-1.839422762692567e-13,1.839422762692567e-13,False
"2D L-BFGS-B (analytical grad)",symmetric,1.284211,A,-1.7763568394002505e-12,1.7763568394002505e-12,False
"2D L-BFGS-B (analytical grad)",symmetric,1.284211,B,8.526512829121202e-14,8.526512829121202e-14,False
"2D L-BFGS-B (analytical grad)",symmetric,1.284211,alpha,-3.5813645955650213e-13,3.5813645955650213e-13,False
"2D L-BFGS-B (analytical grad)",symmetric,1.284211,beta,1.7906822977825108e-14,1.7906822977825108e-14,False
"2D L-BFGS-B (analytical grad)",symmetric,1.373684,E,6.832141690000964e-13,6.832141690000964e-13,False
"2D L-BFGS-B (analytical grad)",symmetric,1.373684,A,-2.5579538487363607e-12,2.5579538487363607e-12,False
"2D L-BFGS-B (analytical grad)",symmetric,1.373684,B,9.677592061052565e-12,9.677592061052565e-12,False
"2D L-BFGS-B (analytical grad)",symmetric,1.373684,alpha,-5.19297866356928e-13,5.19297866356928e-13,False
"2D L-BFGS-B (analytical grad)",symmetric,1.373684,beta,1.9876573505385868e-12,1.9876573505385868e-12,False
"2D L-BFGS-B (analytical grad)",symmetric,1.463158,E,-6.240898659135495e-12,6.240898659135495e-12,False
"2D L-BFGS-B (analytical grad)",symmetric,1.463158,A,-2.822275746439118e-11,2.822275746439118e-11,False
"2D L-BFGS-B (analytical grad)",symmetric,1.463158,B,-2.8990143619012084e-11,2.8990143619012084e-11,False
"2D L-BFGS-B (analytical grad)",symmetric,1.463158,alpha,-5.873437936726634e-12,5.873437936726634e-12,False
"2D L-BFGS-B (analytical grad)",symmetric,1.463158,beta,-6.03459934352706e-12,6.03459934352706e-12,False
"2D L-BFGS-B (analytical grad)",symmetric,1.552632,E,-1.057668088548226e-11,1.057668088548226e-11,False
"2D L-BFGS-B (analytical grad)",symmetric,1.552632,A,-4.665423603000818e-11,4.665423603000818e-11,False
"2D L-BFGS-B (analytical grad)",symmetric,1.552632,B,-4.411049303598702e-11,4.411049303598702e-11,False
"2D L-BFGS-B (analytical grad)",symmetric,1.552632,alpha,-9.848752637803809e-12,9.848752637803809e-12,False
"2D L-BFGS-B (analytical grad)",symmetric,1.552632,beta,-9.311547948469055e-12,9.311547948469055e-12,False
"2D L-BFGS-B (analytical grad)",symmetric,1.642105,E,-1.7737290925964042e-12,1.7737290925964042e-12,False
"2D L-BFGS-B (analytical grad)",symmetric,1.642105,A,-1.8459900275047403e-11,1.8459900275047403e-11,False
"2D L-BFGS-B (analytical grad)",symmetric,1.642105,B,3.4532376957940873e-12,3.4532376957940873e-12,False
