source,provenance,dataset,model,condition,experiment,tokens,params,budget,loss
llama3,llama3,llama_3,llama_3,exp_loss,llama3__llama_3__exp_loss,16301643636.0,1022391793.049663,1e+20,2.219875726870168
llama3,llama3,llama_3,llama_3,exp_loss,llama3__llama_3__exp_loss,18524618989.7,899703614.7374265,1e+20,2.2231217928719844
llama3,llama3,llama_3,llama_3,exp_loss,llama3__llama_3__exp_loss,19658791213.5,847797124.7398673,1e+20,2.222404508167547
llama3,llama3,llama_3,llama_3,exp_loss,llama3__llama_3__exp_loss,21449590735.0,777015602.4222467,1e+20,2.2245808298995557
llama3,llama3,llama_3,llama_3,exp_loss,llama3__llama_3__exp_loss,23035011820.5,723536275.8457181,1e+20,2.2237185948633957
llama3,llama3,llama_3,llama_3,exp_loss,llama3__llama_3__exp_loss,26325763262.7,633093388.4177653,1e+20,2.227922047027984
llama3,llama3,llama_3,llama_3,exp_loss,llama3__llama_3__exp_loss,33112950614.8,503327742.0834076,1e+20,2.246162119682036
llama3,llama3,llama_3,llama_3,exp_loss,llama3__llama_3__exp_loss,49669629536.6,335550452.5030838,1e+20,2.263575406021748
llama3,llama3,llama_3,llama_3,exp_loss,llama3__llama_3__exp_loss,69256362116.9,240651777.78951883,1e+20,2.300296940792036
llama3,llama3,llama_3,llama_3,exp_loss,llama3__llama_3__exp_loss,10034106510.7,4983004709.655199,3e+20,2.177369849110924
llama3,llama3,llama_3,llama_3,exp_loss,llama3__llama_3__exp_loss,10686187763.5,4678937064.04647,3e+20,2.174363021629277
llama3,llama3,llama_3,llama_3,exp_loss,llama3__llama_3__exp_loss,14762309628.1,3387003880.803664,3e+20,2.1567837185920986
llama3,llama3,llama_3,llama_3,exp_loss,llama3__llama_3__exp_loss,18921579304.8,2642485555.490396,3e+20,2.1470009308027582
llama3,llama3,llama_3,llama_3,exp_loss,llama3__llama_3__exp_loss,23921983105.8,2090127719.7155643,3e+20,2.1479390948076005
llama3,llama3,llama_3,llama_3,exp_loss,llama3__llama_3__exp_loss,29801624312.1,1677760899.08291,3e+20,2.1476134065094157
llama3,llama3,llama_3,llama_3,exp_loss,llama3__llama_3__exp_loss,30446234572.6,1642239203.03752,3e+20,2.1473736846935476
llama3,llama3,llama_3,llama_3,exp_loss,llama3__llama_3__exp_loss,33865525954.5,1476427682.451395,3e+20,2.15008130794427
llama3,llama3,llama_3,llama_3,exp_loss,llama3__llama_3__exp_loss,36136939615.8,1383625745.0572462,3e+20,2.1539778215712255
llama3,llama3,llama_3,llama_3,exp_loss,llama3__llama_3__exp_loss,40850504186.5,1223975101.304225,3e+20,2.1550103127691784
llama3,llama3,llama_3,llama_3,exp_loss,llama3__llama_3__exp_loss,46978145599.5,1064324684.6365975,3e+20,2.161618353210162
llama3,llama3,llama_3,llama_3,exp_loss,llama3__llama_3__exp_loss,48905474139.8,1022380436.5350024,3e+20,2.163270884832975
llama3,llama3,llama_3,llama_3,exp_loss,llama3__llama_3__exp_loss,55574474278.8,899693621.0168253,3e+20,2.17049568364921
llama3,llama3,llama_3,llama_3,exp_loss,llama3__llama_3__exp_loss,58977028745.2,847787707.5838512,3e+20,2.1682877745518656
llama3,llama3,llama_3,llama_3,exp_loss,llama3__llama_3__exp_loss,13623491804.2,7340262058.892338,6e+20,2.1552775722941475
llama3,llama3,llama_3,llama_3,exp_loss,llama3__llama_3__exp_loss,23494695109.7,4256279961.6290436,6e+20,2.1248085540094834
llama3,llama3,llama_3,llama_3,exp_loss,llama3__llama_3__exp_loss,33461511570.2,2988508148.838606,6e+20,2.1129430271463234
llama3,llama3,llama_3,llama_3,exp_loss,llama3__llama_3__exp_loss,43249685506.9,2312155541.2014756,6e+20,2.112422205841602
llama3,llama3,llama_3,llama_3,exp_loss,llama3__llama_3__exp_loss,47844301525.9,2090113071.164098,6e+20,2.114061649157516
llama3,llama3,llama_3,llama_3,exp_loss,llama3__llama_3__exp_loss,50458045230.9,1981844511.4627824,6e+20,2.1149116856741657
llama3,llama3,llama_3,llama_3,exp_loss,llama3__llama_3__exp_loss,53217498250.4,1879081191.1051898,6e+20,2.1152444070421397
llama3,llama3,llama_3,llama_3,exp_loss,llama3__llama_3__exp_loss,53585679124.4,1866170246.118341,6e+20,2.115456004086703
llama3,llama3,llama_3,llama_3,exp_loss,llama3__llama_3__exp_loss,60892895909.8,1642227693.4920113,6e+20,2.120795503173531
llama3,llama3,llama_3,llama_3,exp_loss,llama3__llama_3__exp_loss,67731526601.8,1476417334.9865472,6e+20,2.1209809788585683
llama3,llama3,llama_3,llama_3,exp_loss,llama3__llama_3__exp_loss,72274385762.8,1383616047.989584,6e+20,2.124648496431356
llama3,llama3,llama_3,llama_3,exp_loss,llama3__llama_3__exp_loss,81701579426.6,1223966546.324103,6e+20,2.1287411110104655
llama3,llama3,llama_3,llama_3,exp_loss,llama3__llama_3__exp_loss,16894247873.6,9865290713.954205,1e+21,2.1286191781618977
llama3,llama3,llama_3,llama_3,exp_loss,llama3__llama_3__exp_loss,22173761358.8,7516391286.520383,1e+21,2.1105740074565253
llama3,llama3,llama_3,llama_3,exp_loss,llama3__llama_3__exp_loss,33447428292.2,4982944135.813683,1e+21,2.0934939189229533
llama3,llama3,llama_3,llama_3,exp_loss,llama3__llama_3__exp_loss,39158027497.3,4256257971.067581,1e+21,2.090880310954623
llama3,llama3,llama_3,llama_3,exp_loss,llama3__llama_3__exp_loss,49208297872.5,3386962643.9529448,1e+21,2.0884991449263106
llama3,llama3,llama_3,llama_3,exp_loss,llama3__llama_3__exp_loss,64349486985.8,2590023238.3118296,1e+21,2.0882736416341556
llama3,llama3,llama_3,llama_3,exp_loss,llama3__llama_3__exp_loss,72083181604.2,2312143595.1844234,1e+21,2.0896429530701277
llama3,llama3,llama_3,llama_3,exp_loss,llama3__llama_3__exp_loss,84097174956.4,1981834309.5719285,1e+21,2.0937832931692903
llama3,llama3,llama_3,llama_3,exp_loss,llama3__llama_3__exp_loss,103479163112.0,1610630214.3773243,1e+21,2.0996020363904138
llama3,llama3,llama_3,llama_3,exp_loss,llama3__llama_3__exp_loss,112886458772.0,1476409734.8760676,1e+21,2.1031286977282346
llama3,llama3,llama_3,llama_3,exp_loss,llama3__llama_3__exp_loss,156595725222.0,1064311726.4560668,1e+21,2.1204520971239305
llama3,llama3,llama_3,llama_3,exp_loss,llama3__llama_3__exp_loss,185250503025.0,899682667.2269527,1e+21,2.1303161705465814
llama3,llama3,llama_3,llama_3,exp_loss,llama3__llama_3__exp_loss,68118567606.3,7340142600.910432,3e+21,2.0401493236929675
llama3,llama3,llama_3,llama_3,exp_loss,llama3__llama_3__exp_loss,100343399470.0,4982888786.317098,3e+21,2.0366157228134423
llama3,llama3,llama_3,llama_3,exp_loss,llama3__llama_3__exp_loss,106864365724.0,4678828125.844648,3e+21,2.0391656179284547
llama3,llama3,llama_3,llama_3,exp_loss,llama3__llama_3__exp_loss,117475387384.0,4256210693.441811,3e+21,2.0376758758354194
llama3,llama3,llama_3,llama_3,exp_loss,llama3__llama_3__exp_loss,127743085504.0,3914106176.6849494,3e+21,2.0386672344543593
llama3,llama3,llama_3,llama_3,exp_loss,llama3__llama_3__exp_loss,147626533422.0,3386925022.2838845,3e+21,2.0408784045186934
llama3,llama3,llama_3,llama_3,exp_loss,llama3__llama_3__exp_loss,99464287709.7,16756432937.32781,1e+22,2.0212788482576207
llama3,llama3,llama_3,llama_3,exp_loss,llama3__llama_3__exp_loss,116870729279.0,14260770656.165854,1e+22,2.0090123456708073
llama3,llama3,llama_3,llama_3,exp_loss,llama3__llama_3__exp_loss,147827908765.0,11274370858.591688,1e+22,2.00478120750854
llama3,llama3,llama_3,llama_3,exp_loss,llama3__llama_3__exp_loss,221742772154.0,7516216427.154475,1e+22,2.0008555896423417
llama3,llama3,llama_3,llama_3,exp_loss,llama3__llama_3__exp_loss,391589392224.0,4256158873.969924,1e+22,2.006404052676348
llama3,llama3,llama_3,llama_3,exp_loss,llama3__llama_3__exp_loss,1034815724400.0,1610592714.59469,1e+22,2.052490107929387
