source,provenance,dataset,model,condition,experiment,tokens,params,budget,loss
llama3,llama3,llama_3,llama_3,exp_loss,llama3__llama_3__exp_loss,4697705182.23,1064349465.5461757,3e+19,2.3158582902254055
llama3,llama3,llama_3,llama_3,exp_loss,llama3__llama_3__exp_loss,4890433548.92,1022404240.8477663,3e+19,2.316438024378293
llama3,llama3,llama_3,llama_3,exp_loss,llama3__llama_3__exp_loss,5557318035.6,899714568.7848277,3e+19,2.312988628773385
llama3,llama3,llama_3,llama_3,exp_loss,llama3__llama_3__exp_loss,5897565560.18,847807446.8149523,3e+19,2.3143710570333598
llama3,llama3,llama_3,llama_3,exp_loss,llama3__llama_3__exp_loss,6910419410.59,723545085.0259042,3e+19,2.307415589451481
llama3,llama3,llama_3,llama_3,exp_loss,llama3__llama_3__exp_loss,7897632823.77,633101096.4388198,3e+19,2.304454421839035
llama3,llama3,llama_3,llama_3,exp_loss,llama3__llama_3__exp_loss,11920539268.5,419444111.32577616,3e+19,2.3175586586954546
llama3,llama3,llama_3,llama_3,exp_loss,llama3__llama_3__exp_loss,14900707724.5,335554531.5326811,3e+19,2.320300627067693
llama3,llama3,llama_3,llama_3,exp_loss,llama3__llama_3__exp_loss,2952413876.22,3387059002.988796,6e+19,2.3359800994788924
llama3,llama3,llama_3,llama_3,exp_loss,llama3__llama_3__exp_loss,3860859377.75,2590096924.4385476,6e+19,2.296177185748494
llama3,llama3,llama_3,llama_3,exp_loss,llama3__llama_3__exp_loss,4324867853.82,2312209375.6384625,6e+19,2.2880479138173015
llama3,llama3,llama_3,llama_3,exp_loss,llama3__llama_3__exp_loss,5358443150.61,1866213696.577449,6e+19,2.2712128988681837
llama3,llama3,llama_3,llama_3,exp_loss,llama3__llama_3__exp_loss,5960227862.0,1677788203.9973593,6e+19,2.2689634542879835
llama3,llama3,llama_3,llama_3,exp_loss,llama3__llama_3__exp_loss,6089147815.99,1642265929.8465652,6e+19,2.2689219071226674
llama3,llama3,llama_3,llama_3,exp_loss,llama3__llama_3__exp_loss,6772994963.02,1476451710.7423205,6e+19,2.264118739313729
llama3,llama3,llama_3,llama_3,exp_loss,llama3__llama_3__exp_loss,7227270302.13,1383648263.0313175,6e+19,2.265280492520205
llama3,llama3,llama_3,llama_3,exp_loss,llama3__llama_3__exp_loss,8169967874.22,1223995021.0275111,6e+19,2.258736015256261
llama3,llama3,llama_3,llama_3,exp_loss,llama3__llama_3__exp_loss,9395476212.14,1064342006.1112909,6e+19,2.257198386599504
llama3,llama3,llama_3,llama_3,exp_loss,llama3__llama_3__exp_loss,9780935646.99,1022397075.3838274,6e+19,2.2603113677974047
llama3,llama3,llama_3,llama_3,exp_loss,llama3__llama_3__exp_loss,11114713968.1,899708263.181643,6e+19,2.259123455936787
llama3,llama3,llama_3,llama_3,exp_loss,llama3__llama_3__exp_loss,12869687948.0,777019616.9794497,6e+19,2.2549764862123776
llama3,llama3,llama_3,llama_3,exp_loss,llama3__llama_3__exp_loss,13820935684.5,723540014.0972272,6e+19,2.254913888036519
llama3,llama3,llama_3,llama_3,exp_loss,llama3__llama_3__exp_loss,15726997466.4,635849279.0098387,6e+19,2.25618588828998
llama3,llama3,llama_3,llama_3,exp_loss,llama3__llama_3__exp_loss,18427967854.4,542653431.9470459,6e+19,2.258320384539569
llama3,llama3,llama_3,llama_3,exp_loss,llama3__llama_3__exp_loss,3344665017.99,4983060060.43099,1e+20,2.3009483478462682
llama3,llama3,llama_3,llama_3,exp_loss,llama3__llama_3__exp_loss,3915711579.34,4256357070.4755177,1e+20,2.2893439762944765
llama3,llama3,llama_3,llama_3,exp_loss,llama3__llama_3__exp_loss,4920715217.14,3387041503.3596687,1e+20,2.266446974627133
llama3,llama3,llama_3,llama_3,exp_loss,llama3__llama_3__exp_loss,8869422358.96,1879115233.4548366,1e+20,2.224759291332185
llama3,llama3,llama_3,llama_3,exp_loss,llama3__llama_3__exp_loss,10347675384.0,1610667715.0345623,1e+20,2.2202375489362423
llama3,llama3,llama_3,llama_3,exp_loss,llama3__llama_3__exp_loss,11288383261.1,1476444082.484366,1e+20,2.2187914797778916
llama3,llama3,llama_3,llama_3,exp_loss,llama3__llama_3__exp_loss,12045512738.1,1383641114.2507815,1e+20,2.2207390747459526
llama3,llama3,llama_3,llama_3,exp_loss,llama3__llama_3__exp_loss,13616683475.9,1223988697.1129787,1e+20,2.2174795825013374
llama3,llama3,llama_3,llama_3,exp_loss,llama3__llama_3__exp_loss,15659207925.3,1064336507.0680845,1e+20,2.2188030466231865
