source,dataset,model,condition,experiment,tokens,params,budget,loss,outlier,reason
ml_scalefit,massivetext,chinchilla,,ml_scalefit__massivetext__chinchilla,7335853696.900373,6795609986.633339,3e+20,2.524086450542411,False,none
ml_scalefit,massivetext,chinchilla,,ml_scalefit__massivetext__chinchilla,11028674366.070913,4516062221.450261,3e+20,2.4569279142530447,False,none
ml_scalefit,massivetext,chinchilla,,ml_scalefit__massivetext__chinchilla,14784944214.56546,6795609986.633339,6e+20,2.405931333857799,False,none
ml_scalefit,massivetext,chinchilla,,ml_scalefit__massivetext__chinchilla,20764449108.439293,4516062221.450261,6e+20,2.387978623765955,False,none
ml_scalefit,massivetext,chinchilla,,ml_scalefit__massivetext__chinchilla,30163322120.186207,16183346310.7305,3e+21,2.286445840825226,True,off_center
ml_scalefit,massivetext,chinchilla,,ml_scalefit__massivetext__chinchilla,39437962329.91446,12568994539.217417,3e+21,2.265984744495722,True,off_center
ml_scalefit,massivetext,chinchilla,,ml_scalefit__massivetext__chinchilla,43940544048.78322,11451830548.130594,3e+21,2.265984744495722,True,off_center
ml_scalefit,massivetext,chinchilla,,ml_scalefit__massivetext__chinchilla,18254139558.46626,2979525397.676302,3e+20,2.434941196776266,True,near_duplicate_params
ml_scalefit,massivetext,chinchilla,,ml_scalefit__massivetext__chinchilla,18154509927.060577,9293222062.867502,1e+21,2.3595282724312296,False,none
ml_scalefit,massivetext,chinchilla,,ml_scalefit__massivetext__chinchilla,22767697910.18702,6795609986.633339,1e+21,2.341916558626986,False,none
ml_scalefit,massivetext,chinchilla,,ml_scalefit__massivetext__chinchilla,36707976152.64299,4516062221.450261,1e+21,2.303640402958185,False,none
ml_scalefit,massivetext,chinchilla,,ml_scalefit__massivetext__chinchilla,36528146577.14632,4516062221.450261,1e+21,2.3209590623040324,True,exact_duplicate
ml_scalefit,massivetext,chinchilla,,ml_scalefit__massivetext__chinchilla,15420664230.992733,116713664.82856458,1e+19,2.9496634486869637,False,none
ml_scalefit,massivetext,chinchilla,,ml_scalefit__massivetext__chinchilla,12158794908.220528,424609882.2760728,3e+19,2.736778556603052,False,none
ml_scalefit,massivetext,chinchilla,,ml_scalefit__massivetext__chinchilla,13754193293.158922,663957219.884829,6e+19,2.628284835801397,False,none
ml_scalefit,massivetext,chinchilla,,ml_scalefit__massivetext__chinchilla,14476400569.264822,724283353.8088524,6e+19,2.616495387341047,False,none
ml_scalefit,massivetext,chinchilla,,ml_scalefit__massivetext__chinchilla,15065701053.498478,632224418.5008065,6e+19,2.628284835801397,True,near_duplicate_params
ml_scalefit,massivetext,chinchilla,,ml_scalefit__massivetext__chinchilla,16366454371.281178,1017959646.461467,1e+20,2.554520985765487,True,off_center
ml_scalefit,massivetext,chinchilla,,ml_scalefit__massivetext__chinchilla,51578325680.33541,9293215473.171484,3e+21,2.2389878269109396,True,weak_curvature
ml_scalefit,massivetext,chinchilla,,ml_scalefit__massivetext__chinchilla,70572174728.94025,6795606774.183874,3e+21,2.205693537488266,True,weak_curvature
ml_scalefit,massivetext,chinchilla,,ml_scalefit__massivetext__chinchilla,110297433754.02626,4516059019.172614,3e+21,2.205693537488266,True,weak_curvature
ml_scalefit,massivetext,chinchilla,,ml_scalefit__massivetext__chinchilla,14831606868.87042,305636065.37064266,3e+19,2.7449912897159163,False,none
ml_scalefit,massivetext,chinchilla,,ml_scalefit__massivetext__chinchilla,26730113234.142952,174942929.4398582,3e+19,2.8031746497396575,False,none
ml_scalefit,massivetext,chinchilla,,ml_scalefit__massivetext__chinchilla,31200914888.122765,1730544643.2295663,3e+20,2.4276561018218445,False,none
ml_scalefit,massivetext,chinchilla,,ml_scalefit__massivetext__chinchilla,33096752800.625744,2979523284.9358,6e+20,2.3595282724312296,False,none
ml_scalefit,massivetext,chinchilla,,ml_scalefit__massivetext__chinchilla,31257534210.71454,2979523284.9358,6e+20,2.3595282724312296,True,exact_duplicate
ml_scalefit,massivetext,chinchilla,,ml_scalefit__massivetext__chinchilla,48755133422.700165,2006674804.028572,6e+20,2.331416878272676,False,none
ml_scalefit,massivetext,chinchilla,,ml_scalefit__massivetext__chinchilla,36637766451.90856,2638632711.942659,6e+20,2.3489443598431987,False,none
ml_scalefit,massivetext,chinchilla,,ml_scalefit__massivetext__chinchilla,16409943744.655392,2979523284.9358,3e+20,2.434941196776266,False,none
ml_scalefit,massivetext,chinchilla,,ml_scalefit__massivetext__chinchilla,20084676096.543404,2282805960.0418572,3e+20,2.416772019301729,False,none
ml_scalefit,massivetext,chinchilla,,ml_scalefit__massivetext__chinchilla,24336928015.112755,2006674804.028572,3e+20,2.398733033445379,False,none
ml_scalefit,massivetext,chinchilla,,ml_scalefit__massivetext__chinchilla,78994313041.2275,6795606774.183874,3e+21,2.205693537488266,True,exact_duplicate
ml_scalefit,massivetext,chinchilla,,ml_scalefit__massivetext__chinchilla,37858824714.38524,1265594025.961862,3e+20,2.434941196776266,False,none
ml_scalefit,massivetext,chinchilla,,ml_scalefit__massivetext__chinchilla,23212348710.78956,424609882.2760728,6e+19,2.640121479394902,False,none
ml_scalefit,massivetext,chinchilla,,ml_scalefit__massivetext__chinchilla,28814882565.71395,632224717.3687463,1e+20,2.546878120316004,True,off_center
ml_scalefit,massivetext,chinchilla,,ml_scalefit__massivetext__chinchilla,32765390179.69967,162766111.163614,3e+19,2.790606978320643,False,none
ml_scalefit,massivetext,chinchilla,,ml_scalefit__massivetext__chinchilla,42984767243.94665,251069235.8890672,6e+19,2.6799733296868915,True,spline_outlier
ml_scalefit,massivetext,chinchilla,,ml_scalefit__massivetext__chinchilla,25837376307.557674,1793812739.8036008,3e+20,2.4276561018218445,False,none
ml_scalefit,massivetext,chinchilla,,ml_scalefit__massivetext__chinchilla,33288022481.247932,1429235619.7955678,3e+20,2.405931333857799,False,none
ml_scalefit,massivetext,chinchilla,,ml_scalefit__massivetext__chinchilla,53967369949.23073,2979527510.4183035,1e+21,2.303640402958185,False,none
ml_scalefit,massivetext,chinchilla,,ml_scalefit__massivetext__chinchilla,61702722400.22457,2638636453.9830055,1e+21,2.286445840825226,False,none
ml_scalefit,massivetext,chinchilla,,ml_scalefit__massivetext__chinchilla,71032432497.30305,2282809197.457954,1e+21,2.2933071812951775,False,none
ml_scalefit,massivetext,chinchilla,,ml_scalefit__massivetext__chinchilla,81278023518.57716,2006678124.1453764,1e+21,2.303640402958185,False,none
ml_scalefit,massivetext,chinchilla,,ml_scalefit__massivetext__chinchilla,94821929363.87886,1730547097.4430106,1e+21,2.303640402958185,False,none
ml_scalefit,massivetext,chinchilla,,ml_scalefit__massivetext__chinchilla,54239014819.71255,1793812739.8036008,6e+20,2.3489443598431987,False,none
ml_scalefit,massivetext,chinchilla,,ml_scalefit__massivetext__chinchilla,67224540009.05107,1429235619.7955678,6e+20,2.3595282724312296,False,none
ml_scalefit,massivetext,chinchilla,,ml_scalefit__massivetext__chinchilla,63297555099.86239,1730547097.4430106,6e+20,2.3489443598431987,False,none
ml_scalefit,massivetext,chinchilla,,ml_scalefit__massivetext__chinchilla,72855838631.4368,1265595820.7944248,6e+20,2.370154554190775,False,none
ml_scalefit,massivetext,chinchilla,,ml_scalefit__massivetext__chinchilla,89097604796.40979,1793812739.8036008,1e+21,2.303640402958185,False,none
ml_scalefit,massivetext,chinchilla,,ml_scalefit__massivetext__chinchilla,79786888366.37485,1143254386.0424843,6e+20,2.370154554190775,False,none
ml_scalefit,massivetext,chinchilla,,ml_scalefit__massivetext__chinchilla,112231274890.36118,816343229.4068599,6e+20,2.398733033445379,False,none
ml_scalefit,massivetext,chinchilla,,ml_scalefit__massivetext__chinchilla,143561064439.37482,632225315.1050493,6e+20,2.445912595343321,False,none
ml_scalefit,massivetext,chinchilla,,ml_scalefit__massivetext__chinchilla,40631646687.55674,1143254386.0424843,3e+20,2.434941196776266,False,none
ml_scalefit,massivetext,chinchilla,,ml_scalefit__massivetext__chinchilla,57352691039.80514,816343229.4068599,3e+20,2.434941196776266,True,exact_duplicate
ml_scalefit,massivetext,chinchilla,,ml_scalefit__massivetext__chinchilla,76825733940.59251,586599437.7048118,3e+20,2.464300850287136,False,none
ml_scalefit,massivetext,chinchilla,,ml_scalefit__massivetext__chinchilla,111388297613.00502,424610584.80864125,3e+20,2.5165346421087142,False,none
ml_scalefit,massivetext,chinchilla,,ml_scalefit__massivetext__chinchilla,164741978288.40198,2979527510.4183035,3e+21,2.21231255030845,True,weak_curvature
ml_scalefit,massivetext,chinchilla,,ml_scalefit__massivetext__chinchilla,186700083834.7948,2638636453.9830055,3e+21,2.205693537488266,True,weak_curvature
ml_scalefit,massivetext,chinchilla,,ml_scalefit__massivetext__chinchilla,88526082629.0986,1793812739.8036008,1e+21,2.303640402958185,True,exact_duplicate
ml_scalefit,massivetext,chinchilla,,ml_scalefit__massivetext__chinchilla,101243742748.79565,1609082737.1451895,1e+21,2.314014990235024,False,none
ml_scalefit,massivetext,chinchilla,,ml_scalefit__massivetext__chinchilla,112381703436.10725,1429235619.7955678,1e+21,2.331416878272676,False,none
ml_scalefit,massivetext,chinchilla,,ml_scalefit__massivetext__chinchilla,128261266129.41559,1265595820.7944248,1e+21,2.331416878272676,False,none
ml_scalefit,massivetext,chinchilla,,ml_scalefit__massivetext__chinchilla,60290052937.354164,816343229.4068599,3e+20,2.445912595343321,False,none
llama_3,llama_3,llama_3,exp_loss,llama_3__exp_loss,1579500858.99,633111399.9136679,6e+18,2.508897482921113,True,spline_outlier
llama_3,llama_3,llama_3,exp_loss,llama_3__exp_loss,1842753880.19,542666066.668053,6e+18,2.4888370190292446,False,none
llama_3,llama_3,llama_3,exp_loss,llama_3__exp_loss,2384069053.89,419450937.6179083,6e+18,2.4820282008963432,False,none
llama_3,llama_3,llama_3,exp_loss,llama_3__exp_loss,2648968442.53,377505440.9651295,6e+18,2.4709335916048434,False,none
llama_3,llama_3,llama_3,exp_loss,llama_3__exp_loss,2980093045.04,335559992.55270827,6e+18,2.4619144780404367,False,none
llama_3,llama_3,llama_3,exp_loss,llama_3__exp_loss,3272863725.19,305542816.3120195,6e+18,2.46101044827417,False,none
llama_3,llama_3,llama_3,exp_loss,llama_3__exp_loss,3681976073.48,271593291.2227904,6e+18,2.460739432464244,False,none
llama_3,llama_3,llama_3,exp_loss,llama_3__exp_loss,4155263509.83,240658624.3289567,6e+18,2.466689703874541,False,none
llama_3,llama_3,llama_3,exp_loss,llama_3__exp_loss,4207978404.38,237643805.1486006,6e+18,2.452317268290027,False,none
llama_3,llama_3,llama_3,exp_loss,llama_3__exp_loss,4986325395.81,200548484.22854596,6e+18,2.4621585066451868,False,none
llama_3,llama_3,llama_3,exp_loss,llama_3__exp_loss,6152495197.44,162535681.5257802,6e+18,2.4744740473677758,False,none
llama_3,llama_3,llama_3,exp_loss,llama_3__exp_loss,6232920815.82,160438425.1861285,6e+18,2.4612523040874716,False,none
llama_3,llama_3,llama_3,exp_loss,llama_3__exp_loss,7572317753.69,132059962.68615362,6e+18,2.474751576122302,False,none
llama_3,llama_3,llama_3,exp_loss,llama_3__exp_loss,9844039084.11,101584318.33272327,6e+18,2.4878877602285403,False,none
llama_3,llama_3,llama_3,exp_loss,llama_3__exp_loss,12771124333.9,78301641.56695072,6e+18,2.505295693643139,False,none
llama_3,llama_3,llama_3,exp_loss,llama_3__exp_loss,17029403199.8,58721963.90368774,6e+18,2.5400548770757743,False,none
llama_3,llama_3,llama_3,exp_loss,llama_3__exp_loss,1565884333.7,1064361288.2495157,1e+19,2.4615849722346286,False,none
llama_3,llama_3,llama_3,exp_loss,llama_3__exp_loss,1630126409.0,1022415597.6278442,1e+19,2.464942563241609,False,none
llama_3,llama_3,llama_3,exp_loss,llama_3__exp_loss,1852418768.69,899724562.7376719,1e+19,2.450861862569634,False,none
llama_3,llama_3,llama_3,exp_loss,llama_3__exp_loss,2144909133.1,777033693.8506399,1e+19,2.4396680806540103,False,none
llama_3,llama_3,llama_3,exp_loss,llama_3__exp_loss,2303447550.36,723553122.1043811,1e+19,2.4326345343416063,False,none
llama_3,llama_3,llama_3,exp_loss,llama_3__exp_loss,2621118758.94,635860798.3640845,1e+19,2.41824666992811,False,none
llama_3,llama_3,llama_3,exp_loss,llama_3__exp_loss,2632515032.84,633108128.8712108,1e+19,2.421213789610047,True,near_duplicate_params
llama_3,llama_3,llama_3,exp_loss,llama_3__exp_loss,3071272335.07,542663262.9205382,1e+19,2.411663187238691,False,none
llama_3,llama_3,llama_3,exp_loss,llama_3__exp_loss,3311218028.36,503339451.64346164,1e+19,2.4247432059242375,False,none
llama_3,llama_3,llama_3,exp_loss,llama_3__exp_loss,3973468952.53,419448770.4768553,1e+19,2.413438772291106,False,none
llama_3,llama_3,llama_3,exp_loss,llama_3__exp_loss,4414970214.66,377503490.5405399,1e+19,2.407893734026177,False,none
llama_3,llama_3,llama_3,exp_loss,llama_3__exp_loss,4966847403.52,335558258.8435275,1e+19,2.4046017847941603,False,none
llama_3,llama_3,llama_3,exp_loss,llama_3__exp_loss,5454801058.17,305541237.6901252,1e+19,2.3934463101907797,False,none
llama_3,llama_3,llama_3,exp_loss,llama_3__exp_loss,6136658494.88,271591888.0050466,1e+19,2.40634002563498,False,none
llama_3,llama_3,llama_3,exp_loss,llama_3__exp_loss,6925474964.31,240657380.93859679,1e+19,2.4163935364468583,False,none
llama_3,llama_3,llama_3,exp_loss,llama_3__exp_loss,10254211642.0,162534841.76591435,1e+19,2.43315074476033,False,none
llama_3,llama_3,llama_3,exp_loss,llama_3__exp_loss,16406816574.6,101583793.48537941,1e+19,2.4580578308799486,True,spline_outlier
llama_3,llama_3,llama_3,exp_loss,llama_3__exp_loss,1476196592.19,3387082741.183062,3e+19,2.4212044800512387,False,none
llama_3,llama_3,llama_3,exp_loss,llama_3__exp_loss,1930416159.57,2590115077.110497,3e+19,2.375385456639011,False,none
llama_3,llama_3,llama_3,exp_loss,llama_3__exp_loss,2392142613.79,2090176384.6254265,3e+19,2.355112979107569,False,none
llama_3,llama_3,llama_3,exp_loss,llama_3__exp_loss,2660794312.06,1879138112.005725,3e+19,2.3499392952008624,False,none
llama_3,llama_3,llama_3,exp_loss,llama_3__exp_loss,2980093045.04,1677799962.7635415,3e+19,2.33609564054265,False,none
llama_3,llama_3,llama_3,exp_loss,llama_3__exp_loss,3386473747.43,1476462058.4448671,3e+19,2.330618798045112,False,none
llama_3,llama_3,llama_3,exp_loss,llama_3__exp_loss,3613609825.1,1383657960.3227181,3e+19,2.3254514873295906,False,none
llama_3,llama_3,llama_3,exp_loss,llama_3__exp_loss,4084955307.72,1224003599.390841,3e+19,2.3217919717035955,False,none
llama_3,llama_3,llama_3,exp_loss,llama_3__exp_loss,4697705182.23,1064349465.5461757,3e+19,2.3158582902254055,False,none
llama_3,llama_3,llama_3,exp_loss,llama_3__exp_loss,4890433548.92,1022404240.8477663,3e+19,2.316438024378293,False,none
llama_3,llama_3,llama_3,exp_loss,llama_3__exp_loss,5557318035.6,899714568.7848277,3e+19,2.312988628773385,False,none
llama_3,llama_3,llama_3,exp_loss,llama_3__exp_loss,5897565560.18,847807446.8149523,3e+19,2.3143710570333598,False,none
llama_3,llama_3,llama_3,exp_loss,llama_3__exp_loss,6910419410.59,723545085.0259042,3e+19,2.307415589451481,False,none
llama_3,llama_3,llama_3,exp_loss,llama_3__exp_loss,7897632823.77,633101096.4388198,3e+19,2.304454421839035,False,none
llama_3,llama_3,llama_3,exp_loss,llama_3__exp_loss,11920539268.5,419444111.32577616,3e+19,2.3175586586954546,False,none
llama_3,llama_3,llama_3,exp_loss,llama_3__exp_loss,14900707724.5,335554531.5326811,3e+19,2.320300627067693,False,none
llama_3,llama_3,llama_3,exp_loss,llama_3__exp_loss,2952413876.22,3387059002.988796,6e+19,2.3359800994788924,True,spline_outlier
llama_3,llama_3,llama_3,exp_loss,llama_3__exp_loss,3860859377.75,2590096924.4385476,6e+19,2.296177185748494,False,none
llama_3,llama_3,llama_3,exp_loss,llama_3__exp_loss,4324867853.82,2312209375.6384625,6e+19,2.2880479138173015,False,none
llama_3,llama_3,llama_3,exp_loss,llama_3__exp_loss,5358443150.61,1866213696.577449,6e+19,2.2712128988681837,False,none
llama_3,llama_3,llama_3,exp_loss,llama_3__exp_loss,5960227862.0,1677788203.9973593,6e+19,2.2689634542879835,False,none
llama_3,llama_3,llama_3,exp_loss,llama_3__exp_loss,6089147815.99,1642265929.8465652,6e+19,2.2689219071226674,False,none
llama_3,llama_3,llama_3,exp_loss,llama_3__exp_loss,6772994963.02,1476451710.7423205,6e+19,2.264118739313729,False,none
llama_3,llama_3,llama_3,exp_loss,llama_3__exp_loss,7227270302.13,1383648263.0313175,6e+19,2.265280492520205,False,none
llama_3,llama_3,llama_3,exp_loss,llama_3__exp_loss,8169967874.22,1223995021.0275111,6e+19,2.258736015256261,False,none
llama_3,llama_3,llama_3,exp_loss,llama_3__exp_loss,9395476212.14,1064342006.1112909,6e+19,2.257198386599504,False,none
llama_3,llama_3,llama_3,exp_loss,llama_3__exp_loss,9780935646.99,1022397075.3838274,6e+19,2.2603113677974047,False,none
llama_3,llama_3,llama_3,exp_loss,llama_3__exp_loss,11114713968.1,899708263.181643,6e+19,2.259123455936787,False,none
llama_3,llama_3,llama_3,exp_loss,llama_3__exp_loss,12869687948.0,777019616.9794497,6e+19,2.2549764862123776,False,none
llama_3,llama_3,llama_3,exp_loss,llama_3__exp_loss,13820935684.5,723540014.0972272,6e+19,2.254913888036519,False,none
llama_3,llama_3,llama_3,exp_loss,llama_3__exp_loss,15726997466.4,635849279.0098387,6e+19,2.25618588828998,False,none
llama_3,llama_3,llama_3,exp_loss,llama_3__exp_loss,18427967854.4,542653431.9470459,6e+19,2.258320384539569,False,none
llama_3,llama_3,llama_3,exp_loss,llama_3__exp_loss,3344665017.99,4983060060.43099,1e+20,2.3009483478462682,False,none
llama_3,llama_3,llama_3,exp_loss,llama_3__exp_loss,3915711579.34,4256357070.4755177,1e+20,2.2893439762944765,False,none
llama_3,llama_3,llama_3,exp_loss,llama_3__exp_loss,4920715217.14,3387041503.3596687,1e+20,2.266446974627133,False,none
llama_3,llama_3,llama_3,exp_loss,llama_3__exp_loss,8869422358.96,1879115233.4548366,1e+20,2.224759291332185,False,none
llama_3,llama_3,llama_3,exp_loss,llama_3__exp_loss,10347675384.0,1610667715.0345623,1e+20,2.2202375489362423,False,none
llama_3,llama_3,llama_3,exp_loss,llama_3__exp_loss,11288383261.1,1476444082.484366,1e+20,2.2187914797778916,False,none
llama_3,llama_3,llama_3,exp_loss,llama_3__exp_loss,12045512738.1,1383641114.2507815,1e+20,2.2207390747459526,False,none
llama_3,llama_3,llama_3,exp_loss,llama_3__exp_loss,13616683475.9,1223988697.1129787,1e+20,2.2174795825013374,False,none
llama_3,llama_3,llama_3,exp_loss,llama_3__exp_loss,15659207925.3,1064336507.0680845,1e+20,2.2188030466231865,False,none
llama_3,llama_3,llama_3,exp_loss,llama_3__exp_loss,16301643636.0,1022391793.049663,1e+20,2.219875726870168,False,none
llama_3,llama_3,llama_3,exp_loss,llama_3__exp_loss,18524618989.7,899703614.7374265,1e+20,2.2231217928719844,False,none
llama_3,llama_3,llama_3,exp_loss,llama_3__exp_loss,19658791213.5,847797124.7398673,1e+20,2.222404508167547,False,none
llama_3,llama_3,llama_3,exp_loss,llama_3__exp_loss,21449590735.0,777015602.4222467,1e+20,2.2245808298995557,False,none
llama_3,llama_3,llama_3,exp_loss,llama_3__exp_loss,23035011820.5,723536275.8457181,1e+20,2.2237185948633957,False,none
llama_3,llama_3,llama_3,exp_loss,llama_3__exp_loss,26325763262.7,633093388.4177653,1e+20,2.227922047027984,False,none
llama_3,llama_3,llama_3,exp_loss,llama_3__exp_loss,33112950614.8,503327742.0834076,1e+20,2.246162119682036,False,none
llama_3,llama_3,llama_3,exp_loss,llama_3__exp_loss,49669629536.6,335550452.5030838,1e+20,2.263575406021748,False,none
llama_3,llama_3,llama_3,exp_loss,llama_3__exp_loss,69256362116.9,240651777.78951883,1e+20,2.300296940792036,True,spline_outlier
llama_3,llama_3,llama_3,exp_loss,llama_3__exp_loss,10034106510.7,4983004709.655199,3e+20,2.177369849110924,False,none
llama_3,llama_3,llama_3,exp_loss,llama_3__exp_loss,10686187763.5,4678937064.04647,3e+20,2.174363021629277,False,none
llama_3,llama_3,llama_3,exp_loss,llama_3__exp_loss,14762309628.1,3387003880.803664,3e+20,2.1567837185920986,False,none
llama_3,llama_3,llama_3,exp_loss,llama_3__exp_loss,18921579304.8,2642485555.490396,3e+20,2.1470009308027582,False,none
llama_3,llama_3,llama_3,exp_loss,llama_3__exp_loss,23921983105.8,2090127719.7155643,3e+20,2.1479390948076005,False,none
llama_3,llama_3,llama_3,exp_loss,llama_3__exp_loss,29801624312.1,1677760899.08291,3e+20,2.1476134065094157,False,none
llama_3,llama_3,llama_3,exp_loss,llama_3__exp_loss,30446234572.6,1642239203.03752,3e+20,2.1473736846935476,False,none
llama_3,llama_3,llama_3,exp_loss,llama_3__exp_loss,33865525954.5,1476427682.451395,3e+20,2.15008130794427,False,none
llama_3,llama_3,llama_3,exp_loss,llama_3__exp_loss,36136939615.8,1383625745.0572462,3e+20,2.1539778215712255,False,none
llama_3,llama_3,llama_3,exp_loss,llama_3__exp_loss,40850504186.5,1223975101.304225,3e+20,2.1550103127691784,False,none
llama_3,llama_3,llama_3,exp_loss,llama_3__exp_loss,46978145599.5,1064324684.6365975,3e+20,2.161618353210162,False,none
llama_3,llama_3,llama_3,exp_loss,llama_3__exp_loss,48905474139.8,1022380436.5350024,3e+20,2.163270884832975,False,none
llama_3,llama_3,llama_3,exp_loss,llama_3__exp_loss,55574474278.8,899693621.0168253,3e+20,2.17049568364921,False,none
llama_3,llama_3,llama_3,exp_loss,llama_3__exp_loss,58977028745.2,847787707.5838512,3e+20,2.1682877745518656,False,none
llama_3,llama_3,llama_3,exp_loss,llama_3__exp_loss,13623491804.2,7340262058.892338,6e+20,2.1552775722941475,False,none
llama_3,llama_3,llama_3,exp_loss,llama_3__exp_loss,23494695109.7,4256279961.6290436,6e+20,2.1248085540094834,False,none
llama_3,llama_3,llama_3,exp_loss,llama_3__exp_loss,33461511570.2,2988508148.838606,6e+20,2.1129430271463234,False,none
llama_3,llama_3,llama_3,exp_loss,llama_3__exp_loss,43249685506.9,2312155541.2014756,6e+20,2.112422205841602,False,none
llama_3,llama_3,llama_3,exp_loss,llama_3__exp_loss,47844301525.9,2090113071.164098,6e+20,2.114061649157516,False,none
llama_3,llama_3,llama_3,exp_loss,llama_3__exp_loss,50458045230.9,1981844511.4627824,6e+20,2.1149116856741657,False,none
llama_3,llama_3,llama_3,exp_loss,llama_3__exp_loss,53217498250.4,1879081191.1051898,6e+20,2.1152444070421397,False,none
llama_3,llama_3,llama_3,exp_loss,llama_3__exp_loss,53585679124.4,1866170246.118341,6e+20,2.115456004086703,True,near_duplicate_params
llama_3,llama_3,llama_3,exp_loss,llama_3__exp_loss,60892895909.8,1642227693.4920113,6e+20,2.120795503173531,False,none
llama_3,llama_3,llama_3,exp_loss,llama_3__exp_loss,67731526601.8,1476417334.9865472,6e+20,2.1209809788585683,False,none
llama_3,llama_3,llama_3,exp_loss,llama_3__exp_loss,72274385762.8,1383616047.989584,6e+20,2.124648496431356,False,none
llama_3,llama_3,llama_3,exp_loss,llama_3__exp_loss,81701579426.6,1223966546.324103,6e+20,2.1287411110104655,False,none
llama_3,llama_3,llama_3,exp_loss,llama_3__exp_loss,16894247873.6,9865290713.954205,1e+21,2.1286191781618977,False,none
llama_3,llama_3,llama_3,exp_loss,llama_3__exp_loss,22173761358.8,7516391286.520383,1e+21,2.1105740074565253,False,none
llama_3,llama_3,llama_3,exp_loss,llama_3__exp_loss,33447428292.2,4982944135.813683,1e+21,2.0934939189229533,False,none
llama_3,llama_3,llama_3,exp_loss,llama_3__exp_loss,39158027497.3,4256257971.067581,1e+21,2.090880310954623,False,none
llama_3,llama_3,llama_3,exp_loss,llama_3__exp_loss,49208297872.5,3386962643.9529448,1e+21,2.0884991449263106,False,none
llama_3,llama_3,llama_3,exp_loss,llama_3__exp_loss,64349486985.8,2590023238.3118296,1e+21,2.0882736416341556,False,none
llama_3,llama_3,llama_3,exp_loss,llama_3__exp_loss,72083181604.2,2312143595.1844234,1e+21,2.0896429530701277,False,none
llama_3,llama_3,llama_3,exp_loss,llama_3__exp_loss,84097174956.4,1981834309.5719285,1e+21,2.0937832931692903,False,none
llama_3,llama_3,llama_3,exp_loss,llama_3__exp_loss,103479163112.0,1610630214.3773243,1e+21,2.0996020363904138,False,none
llama_3,llama_3,llama_3,exp_loss,llama_3__exp_loss,112886458772.0,1476409734.8760676,1e+21,2.1031286977282346,False,none
llama_3,llama_3,llama_3,exp_loss,llama_3__exp_loss,156595725222.0,1064311726.4560668,1e+21,2.1204520971239305,False,none
llama_3,llama_3,llama_3,exp_loss,llama_3__exp_loss,185250503025.0,899682667.2269527,1e+21,2.1303161705465814,False,none
llama_3,llama_3,llama_3,exp_loss,llama_3__exp_loss,68118567606.3,7340142600.910432,3e+21,2.0401493236929675,True,spline_outlier
llama_3,llama_3,llama_3,exp_loss,llama_3__exp_loss,100343399470.0,4982888786.317098,3e+21,2.0366157228134423,True,weak_curvature
llama_3,llama_3,llama_3,exp_loss,llama_3__exp_loss,106864365724.0,4678828125.844648,3e+21,2.0391656179284547,True,weak_curvature
llama_3,llama_3,llama_3,exp_loss,llama_3__exp_loss,117475387384.0,4256210693.441811,3e+21,2.0376758758354194,True,weak_curvature
llama_3,llama_3,llama_3,exp_loss,llama_3__exp_loss,127743085504.0,3914106176.6849494,3e+21,2.0386672344543593,True,weak_curvature
llama_3,llama_3,llama_3,exp_loss,llama_3__exp_loss,147626533422.0,3386925022.2838845,3e+21,2.0408784045186934,True,weak_curvature
llama_3,llama_3,llama_3,exp_loss,llama_3__exp_loss,99464287709.7,16756432937.32781,1e+22,2.0212788482576207,True,weak_curvature
llama_3,llama_3,llama_3,exp_loss,llama_3__exp_loss,116870729279.0,14260770656.165854,1e+22,2.0090123456708073,True,weak_curvature
llama_3,llama_3,llama_3,exp_loss,llama_3__exp_loss,147827908765.0,11274370858.591688,1e+22,2.00478120750854,True,weak_curvature
llama_3,llama_3,llama_3,exp_loss,llama_3__exp_loss,221742772154.0,7516216427.154475,1e+22,2.0008555896423417,True,weak_curvature
llama_3,llama_3,llama_3,exp_loss,llama_3__exp_loss,391589392224.0,4256158873.969924,1e+22,2.006404052676348,True,weak_curvature
llama_3,llama_3,llama_3,exp_loss,llama_3__exp_loss,1034815724400.0,1610592714.59469,1e+22,2.052490107929387,True,spline_outlier
llama_3,llama_3,llama_3,raw_loss,llama_3__raw_loss,1579500858.99,633111399.9136679,6e+18,0.919843406813,True,spline_outlier
llama_3,llama_3,llama_3,raw_loss,llama_3__raw_loss,1842753880.19,542666066.668053,6e+18,0.911815540739,False,none
llama_3,llama_3,llama_3,raw_loss,llama_3__raw_loss,2384069053.89,419450937.6179083,6e+18,0.909076048884,False,none
llama_3,llama_3,llama_3,raw_loss,llama_3__raw_loss,2648968442.53,377505440.9651295,6e+18,0.904596051536,False,none
llama_3,llama_3,llama_3,raw_loss,llama_3__raw_loss,2980093045.04,335559992.55270827,6e+18,0.900939290376,False,none
llama_3,llama_3,llama_3,raw_loss,llama_3__raw_loss,3272863725.19,305542816.3120195,6e+18,0.90057201694,False,none
llama_3,llama_3,llama_3,raw_loss,llama_3__raw_loss,3681976073.48,271593291.2227904,6e+18,0.900461887081,False,none
llama_3,llama_3,llama_3,raw_loss,llama_3__raw_loss,4155263509.83,240658624.3289567,6e+18,0.902877050907,False,none
llama_3,llama_3,llama_3,raw_loss,llama_3__raw_loss,4207978404.38,237643805.1486006,6e+18,0.897033401339,False,none
