source,dataset,model,condition,experiment,tokens,params,budget,loss,outlier,reason
epochai_chinchilla,massivetext,chinchilla,,epochai_chinchilla__massivetext__chinchilla,4911786061.114647,1017959646.0,3e+19,2.7449912897159163,False,none
epochai_chinchilla,massivetext,chinchilla,,epochai_chinchilla__massivetext__chinchilla,730096152.6718363,2282804341.0,1e+19,3.793872243318985,True,spline_outlier
epochai_chinchilla,massivetext,chinchilla,,epochai_chinchilla__massivetext__chinchilla,1637263180.0115774,1017958925.0,1e+19,3.07143034313885,False,none
epochai_chinchilla,massivetext,chinchilla,,epochai_chinchilla__massivetext__chinchilla,13545607083.767334,73824672.0,6e+18,3.094521210858053,False,none
epochai_chinchilla,massivetext,chinchilla,,epochai_chinchilla__massivetext__chinchilla,69967469744.42184,1429235620.0,6e+20,2.3595282724312296,False,none
epochai_chinchilla,massivetext,chinchilla,,epochai_chinchilla__massivetext__chinchilla,15817171991.542133,632224269.0,6e+19,2.640121479394902,True,near_duplicate_params
epochai_chinchilla,massivetext,chinchilla,,epochai_chinchilla__massivetext__chinchilla,73576947081.90012,6795606774.0,3e+21,2.205693537488266,True,weak_curvature
epochai_chinchilla,massivetext,chinchilla,,epochai_chinchilla__massivetext__chinchilla,92911965084.30789,1793812740.0,1e+21,2.303640402958185,False,none
epochai_chinchilla,massivetext,chinchilla,,epochai_chinchilla__massivetext__chinchilla,53802690947.24777,9293215473.0,3e+21,2.2389878269109396,True,weak_curvature
epochai_chinchilla,massivetext,chinchilla,,epochai_chinchilla__massivetext__chinchilla,39507139708.954346,1265594026.0,3e+20,2.434941196776266,False,none
epochai_chinchilla,massivetext,chinchilla,,epochai_chinchilla__massivetext__chinchilla,4373486033.0733595,1143252765.0,3e+19,2.757359717151634,False,none
epochai_chinchilla,massivetext,chinchilla,,epochai_chinchilla__massivetext__chinchilla,1457829711.8455367,1143251954.0,1e+19,3.094521210858053,False,none
epochai_chinchilla,massivetext,chinchilla,,epochai_chinchilla__massivetext__chinchilla,8746972066.146719,1143252765.0,6e+19,2.616495387341047,False,none
epochai_chinchilla,massivetext,chinchilla,,epochai_chinchilla__massivetext__chinchilla,15817168238.799078,632224419.0,6e+19,2.628284835801397,False,none
epochai_chinchilla,massivetext,chinchilla,,epochai_chinchilla__massivetext__chinchilla,34983734872.21092,1429235620.0,3e+20,2.405931333857799,False,none
epochai_chinchilla,massivetext,chinchilla,,epochai_chinchilla__massivetext__chinchilla,13806751107.523037,724283354.0,6e+19,2.616495387341047,False,none
epochai_chinchilla,massivetext,chinchilla,,epochai_chinchilla__massivetext__chinchilla,3107366288.6535897,1609079695.0,3e+19,2.8242551231206,False,none
epochai_chinchilla,massivetext,chinchilla,,epochai_chinchilla__massivetext__chinchilla,117754954224.7045,424610585.0,3e+20,2.5165346421087142,False,none
epochai_chinchilla,massivetext,chinchilla,,epochai_chinchilla__massivetext__chinchilla,23551046531.84922,424609581.0,6e+19,2.6599757580335908,True,near_duplicate_params
epochai_chinchilla,massivetext,chinchilla,,epochai_chinchilla__massivetext__chinchilla,8523716130.344845,586598606.0,3e+19,2.736778556603052,False,none
epochai_chinchilla,massivetext,chinchilla,,epochai_chinchilla__massivetext__chinchilla,20416287631.141094,816341686.0,1e+20,2.566031188935832,True,off_center
epochai_chinchilla,massivetext,chinchilla,,epochai_chinchilla__massivetext__chinchilla,6124883393.244983,816342072.0,3e+19,2.7697776574701383,False,none
epochai_chinchilla,massivetext,chinchilla,,epochai_chinchilla__massivetext__chinchilla,3925174421.9748697,424609581.0,1e+19,2.962954091342755,False,none
epochai_chinchilla,massivetext,chinchilla,,epochai_chinchilla__massivetext__chinchilla,1316905590.332631,1265593129.0,1e+19,3.131833845205492,False,none
epochai_chinchilla,massivetext,chinchilla,,epochai_chinchilla__massivetext__chinchilla,2636196578.6692123,632223970.0,1e+19,2.998680336233436,False,none
epochai_chinchilla,massivetext,chinchilla,,epochai_chinchilla__massivetext__chinchilla,4614136044.368351,216725296.0,6e+18,3.021224272849423,False,none
epochai_chinchilla,massivetext,chinchilla,,epochai_chinchilla__massivetext__chinchilla,22143184727.392178,4516062221.0,6e+20,2.387978623765955,False,none
epochai_chinchilla,massivetext,chinchilla,,epochai_chinchilla__massivetext__chinchilla,5716153916.704376,174942805.0,6e+18,3.048504933511402,False,none
epochai_chinchilla,massivetext,chinchilla,,epochai_chinchilla__massivetext__chinchilla,28580749325.39857,174942929.0,3e+19,2.8031746497396575,False,none
epochai_chinchilla,massivetext,chinchilla,,epochai_chinchilla__massivetext__chinchilla,9526923194.507294,174942805.0,1e+19,2.940838357413416,False,none
epochai_chinchilla,massivetext,chinchilla,,epochai_chinchilla__massivetext__chinchilla,30718925268.17207,162766111.0,3e+19,2.790606978320643,False,none
epochai_chinchilla,massivetext,chinchilla,,epochai_chinchilla__massivetext__chinchilla,2355104653.1849217,424609581.0,6e+18,3.122463718742479,False,none
epochai_chinchilla,massivetext,chinchilla,,epochai_chinchilla__massivetext__chinchilla,2841240725.0466743,586598190.0,1e+19,2.9852294397432493,False,none
epochai_chinchilla,massivetext,chinchilla,,epochai_chinchilla__massivetext__chinchilla,10357887628.845299,1609079695.0,1e+20,2.5969714788717795,True,off_center
epochai_chinchilla,massivetext,chinchilla,,epochai_chinchilla__massivetext__chinchilla,12249772578.684656,816341686.0,6e+19,2.628284835801397,False,none
epochai_chinchilla,massivetext,chinchilla,,epochai_chinchilla__massivetext__chinchilla,5987614427.952119,278352370.0,1e+19,2.940838357413416,True,near_duplicate_params
epochai_chinchilla,massivetext,chinchilla,,epochai_chinchilla__massivetext__chinchilla,2041629245.7973425,816341493.0,1e+19,3.048504933511402,False,none
epochai_chinchilla,massivetext,chinchilla,,epochai_chinchilla__massivetext__chinchilla,43734798319.8553,1143254386.0,3e+20,2.434941196776266,False,none
epochai_chinchilla,massivetext,chinchilla,,epochai_chinchilla__massivetext__chinchilla,24525637431.444706,6795609987.0,1e+21,2.341916558626986,False,none
epochai_chinchilla,massivetext,chinchilla,,epochai_chinchilla__massivetext__chinchilla,7908584119.399539,632224419.0,3e+19,2.736778556603052,False,none
epochai_chinchilla,massivetext,chinchilla,,epochai_chinchilla__massivetext__chinchilla,10463274663.159498,1592872901.0,1e+20,2.6086671008223323,True,off_center
epochai_chinchilla,massivetext,chinchilla,,epochai_chinchilla__massivetext__chinchilla,27873589525.292366,1793812740.0,3e+20,2.4276561018218445,False,none
epochai_chinchilla,massivetext,chinchilla,,epochai_chinchilla__massivetext__chinchilla,14578290232.59202,1143252494.0,1e+20,2.554520985765487,True,off_center
epochai_chinchilla,massivetext,chinchilla,,epochai_chinchilla__massivetext__chinchilla,559373996.8452443,2979521172.0,1e+19,4.665232074214,True,spline_outlier
epochai_chinchilla,massivetext,chinchilla,,epochai_chinchilla__massivetext__chinchilla,79014167351.61612,1265595821.0,6e+20,2.370154554190775,False,none
epochai_chinchilla,massivetext,chinchilla,,epochai_chinchilla__massivetext__chinchilla,3016690991.060634,552481733.0,1e+19,2.9852294397432493,False,none
epochai_chinchilla,massivetext,chinchilla,,epochai_chinchilla__massivetext__chinchilla,39829650813.92927,251069236.0,6e+19,2.6799733296868915,False,none
epochai_chinchilla,massivetext,chinchilla,,epochai_chinchilla__massivetext__chinchilla,9050066551.926907,552482125.0,3e+19,2.7449912897159163,False,none
epochai_chinchilla,massivetext,chinchilla,,epochai_chinchilla__massivetext__chinchilla,14279961705.141096,116713665.0,1e+19,2.9496634486869637,False,none
epochai_chinchilla,massivetext,chinchilla,,epochai_chinchilla__massivetext__chinchilla,28892638050.251095,1730544643.0,3e+20,2.4276561018218445,False,none
epochai_chinchilla,massivetext,chinchilla,,epochai_chinchilla__massivetext__chinchilla,3592572051.1970115,278352107.0,6e+18,3.07143034313885,False,none
epochai_chinchilla,massivetext,chinchilla,,epochai_chinchilla__massivetext__chinchilla,21902869046.302998,2282805960.0,3e+20,2.416772019301729,False,none
epochai_chinchilla,massivetext,chinchilla,,epochai_chinchilla__massivetext__chinchilla,122497494249.44394,816343229.0,6e+20,2.398733033445379,False,none
epochai_chinchilla,massivetext,chinchilla,,epochai_chinchilla__massivetext__chinchilla,5987620085.328352,278352107.0,1e+19,2.940838357413416,False,none
epochai_chinchilla,massivetext,chinchilla,,epochai_chinchilla__massivetext__chinchilla,1810013739.560895,552481994.0,6e+18,3.1838780021322792,False,none
epochai_chinchilla,massivetext,chinchilla,,epochai_chinchilla__massivetext__chinchilla,15061211323.223505,663957220.0,6e+19,2.628284835801397,False,none
epochai_chinchilla,massivetext,chinchilla,,epochai_chinchilla__massivetext__chinchilla,7530607442.306853,663957063.0,3e+19,2.7449912897159163,False,none
epochai_chinchilla,massivetext,chinchilla,,epochai_chinchilla__massivetext__chinchilla,16781196103.769545,2979525398.0,3e+20,2.434941196776266,True,near_duplicate_params
epochai_chinchilla,massivetext,chinchilla,,epochai_chinchilla__massivetext__chinchilla,87469596639.7106,1143254386.0,6e+20,2.370154554190775,False,none
epochai_chinchilla,massivetext,chinchilla,,epochai_chinchilla__massivetext__chinchilla,963088617.8626025,1730543416.0,1e+19,3.395737776160633,False,none
epochai_chinchilla,massivetext,chinchilla,,epochai_chinchilla__massivetext__chinchilla,6903375553.7615185,724283354.0,3e+19,2.724508563490356,False,none
epochai_chinchilla,massivetext,chinchilla,,epochai_chinchilla__massivetext__chinchilla,158171458224.50974,632225315.0,6e+20,2.445912595343321,False,none
epochai_chinchilla,massivetext,chinchilla,,epochai_chinchilla__massivetext__chinchilla,8567983116.138103,116713582.0,6e+18,3.07143034313885,False,none
epochai_chinchilla,massivetext,chinchilla,,epochai_chinchilla__massivetext__chinchilla,11926942098.212175,139739646.0,1e+19,2.976297938663035,False,none
epochai_chinchilla,massivetext,chinchilla,,epochai_chinchilla__massivetext__chinchilla,26361934638.9247,632224717.0,1e+20,2.546878120316004,True,off_center
epochai_chinchilla,massivetext,chinchilla,,epochai_chinchilla__massivetext__chinchilla,16359325919.210484,305636065.0,3e+19,2.7449912897159163,False,none
epochai_chinchilla,massivetext,chinchilla,,epochai_chinchilla__massivetext__chinchilla,5453115080.647341,305635704.0,1e+19,2.9496634486869637,True,near_duplicate_params
epochai_chinchilla,massivetext,chinchilla,,epochai_chinchilla__massivetext__chinchilla,57785194158.16858,1730547097.0,6e+20,2.3489443598431987,False,none
epochai_chinchilla,massivetext,chinchilla,,epochai_chinchilla__massivetext__chinchilla,85237040407.8021,586599438.0,3e+20,2.464300850287136,False,none
epochai_chinchilla,massivetext,chinchilla,,epochai_chinchilla__massivetext__chinchilla,7156165258.927305,139739646.0,6e+18,3.0576531188301495,False,none
ml_scalefit,massivetext,chinchilla,,ml_scalefit__massivetext__chinchilla,875041997.0045102,1730543416.124146,1e+19,3.395737776160633,False,none
ml_scalefit,massivetext,chinchilla,,ml_scalefit__massivetext__chinchilla,5420902866.660892,2979521172.1967993,1e+20,2.628284835801397,True,off_center
ml_scalefit,massivetext,chinchilla,,ml_scalefit__massivetext__chinchilla,6212583091.703336,2638630840.924473,1e+20,2.585322489772079,True,off_center
ml_scalefit,massivetext,chinchilla,,ml_scalefit__massivetext__chinchilla,8050484903.749605,2006673381.123053,1e+20,2.577587469373751,True,off_center
ml_scalefit,massivetext,chinchilla,,ml_scalefit__massivetext__chinchilla,9450338955.785326,1730543416.124146,1e+20,2.566031188935832,True,off_center
ml_scalefit,massivetext,chinchilla,,ml_scalefit__massivetext__chinchilla,1009522836.8259768,1609079314.2122664,1e+19,3.2856379825927915,False,none
ml_scalefit,massivetext,chinchilla,,ml_scalefit__massivetext__chinchilla,1133517623.6513124,1429232579.4437304,1e+19,3.1838780021322792,False,none
ml_scalefit,massivetext,chinchilla,,ml_scalefit__massivetext__chinchilla,1236540778.4255252,1265593128.5465355,1e+19,3.131833845205492,False,none
ml_scalefit,massivetext,chinchilla,,ml_scalefit__massivetext__chinchilla,9036677011.197498,1793808923.9024398,1e+20,2.577587469373751,True,off_center
ml_scalefit,massivetext,chinchilla,,ml_scalefit__massivetext__chinchilla,12877366574.886919,1265593128.5465355,1e+20,2.554520985765487,True,off_center
ml_scalefit,massivetext,chinchilla,,ml_scalefit__massivetext__chinchilla,1393566500.5834165,1143251954.0462997,1e+19,3.094521210858053,False,none
ml_scalefit,massivetext,chinchilla,,ml_scalefit__massivetext__chinchilla,1574709382.8902533,1017958924.6402752,1e+19,3.07143034313885,False,none
ml_scalefit,massivetext,chinchilla,,ml_scalefit__massivetext__chinchilla,1897148783.2111337,816341492.834805,1e+19,3.048504933511402,False,none
ml_scalefit,massivetext,chinchilla,,ml_scalefit__massivetext__chinchilla,2474655690.289924,632223970.1991626,1e+19,2.998680336233436,False,none
ml_scalefit,massivetext,chinchilla,,ml_scalefit__massivetext__chinchilla,2645312626.5351734,586598189.8569033,1e+19,2.9852294397432493,False,none
ml_scalefit,massivetext,chinchilla,,ml_scalefit__massivetext__chinchilla,2781104067.481997,552481732.8553306,1e+19,2.9852294397432493,False,none
ml_scalefit,massivetext,chinchilla,,ml_scalefit__massivetext__chinchilla,3687867441.2314873,424609581.1910424,1e+19,2.962954091342755,False,none
ml_scalefit,massivetext,chinchilla,,ml_scalefit__massivetext__chinchilla,13470078830.314104,1143252494.4894495,1e+20,2.554520985765487,True,off_center
ml_scalefit,massivetext,chinchilla,,ml_scalefit__massivetext__chinchilla,15780892969.622223,1017959165.2472816,1e+20,2.546878120316004,True,near_duplicate_params
ml_scalefit,massivetext,chinchilla,,ml_scalefit__massivetext__chinchilla,19221023755.515324,816341685.7870721,1e+20,2.566031188935832,True,off_center
ml_scalefit,massivetext,chinchilla,,ml_scalefit__massivetext__chinchilla,1654400568.762921,552481994.0269529,6e+18,3.1838780021322792,False,none
ml_scalefit,massivetext,chinchilla,,ml_scalefit__massivetext__chinchilla,2196780669.5863123,424609581.1910424,6e+18,3.122463718742479,False,none
ml_scalefit,massivetext,chinchilla,,ml_scalefit__massivetext__chinchilla,2687512828.693007,1793809771.8797748,3e+19,2.836974331044393,False,none
ml_scalefit,massivetext,chinchilla,,ml_scalefit__massivetext__chinchilla,2950707594.320745,1609079694.5377884,3e+19,2.8242551231206,False,none
ml_scalefit,massivetext,chinchilla,,ml_scalefit__massivetext__chinchilla,3385868962.8797274,1429233255.0769129,3e+19,2.8031746497396575,False,none
ml_scalefit,massivetext,chinchilla,,ml_scalefit__massivetext__chinchilla,3849866135.507468,1265593427.6849065,3e+19,2.7697776574701383,False,none
ml_scalefit,massivetext,chinchilla,,ml_scalefit__massivetext__chinchilla,6071545031.723877,1609079694.5377884,6e+19,2.6599757580335908,False,none
ml_scalefit,massivetext,chinchilla,,ml_scalefit__massivetext__chinchilla,6778288218.783703,1429233255.0769129,6e+19,2.6599757580335908,False,none
ml_scalefit,massivetext,chinchilla,,ml_scalefit__massivetext__chinchilla,7712048207.485184,1265593427.6849065,6e+19,2.6480441566036577,False,none
ml_scalefit,massivetext,chinchilla,,ml_scalefit__massivetext__chinchilla,3297533758.5559154,278352106.50014794,6e+18,3.07143034313885,False,none
ml_scalefit,massivetext,chinchilla,,ml_scalefit__massivetext__chinchilla,5349875520.4024725,174942805.3902319,6e+18,3.048504933511402,False,none
ml_scalefit,massivetext,chinchilla,,ml_scalefit__massivetext__chinchilla,6442497798.9577875,139739645.58438575,6e+18,3.0576531188301495,False,none
ml_scalefit,massivetext,chinchilla,,ml_scalefit__massivetext__chinchilla,13025761903.49002,73824671.6486735,6e+18,3.094521210858053,False,none
ml_scalefit,massivetext,chinchilla,,ml_scalefit__massivetext__chinchilla,16860179357.421824,57334197.40687078,6e+18,3.1601132738955617,False,none
ml_scalefit,massivetext,chinchilla,,ml_scalefit__massivetext__chinchilla,4900291792.711656,216725296.4700179,6e+18,3.021224272849423,False,none
ml_scalefit,massivetext,chinchilla,,ml_scalefit__massivetext__chinchilla,5561157006.26423,305636065.37064266,1e+19,2.914521190461052,False,none
ml_scalefit,massivetext,chinchilla,,ml_scalefit__massivetext__chinchilla,5565619702.401144,278352369.6679022,1e+19,2.940838357413416,False,none
ml_scalefit,massivetext,chinchilla,,ml_scalefit__massivetext__chinchilla,8064625869.022058,12568979685.05218,6e+20,2.524086450542411,True,spline_outlier
ml_scalefit,massivetext,chinchilla,,ml_scalefit__massivetext__chinchilla,4185153483.960817,1143252764.7111204,3e+19,2.757359717151634,False,none
ml_scalefit,massivetext,chinchilla,,ml_scalefit__massivetext__chinchilla,4732512885.643323,1017959646.461467,3e+19,2.7449912897159163,False,none
ml_scalefit,massivetext,chinchilla,,ml_scalefit__massivetext__chinchilla,5764842671.789718,816342071.6917455,3e+19,2.7697776574701383,False,none
ml_scalefit,massivetext,chinchilla,,ml_scalefit__massivetext__chinchilla,7340337614.699107,632224418.5008065,3e+19,2.736778556603052,False,none
ml_scalefit,massivetext,chinchilla,,ml_scalefit__massivetext__chinchilla,8025061823.649483,586598605.8059111,3e+19,2.736778556603052,False,none
ml_scalefit,massivetext,chinchilla,,ml_scalefit__massivetext__chinchilla,8332821541.279667,552482124.612811,3e+19,2.7449912897159163,False,none
ml_scalefit,massivetext,chinchilla,,ml_scalefit__massivetext__chinchilla,8344616805.091924,1143252764.7111204,6e+19,2.616495387341047,False,none
ml_scalefit,massivetext,chinchilla,,ml_scalefit__massivetext__chinchilla,11397299910.773767,816341685.7870721,6e+19,2.628284835801397,False,none
ml_scalefit,massivetext,chinchilla,,ml_scalefit__massivetext__chinchilla,15184255450.624891,632224269.06689,6e+19,2.640121479394902,False,none
ml_scalefit,massivetext,chinchilla,,ml_scalefit__massivetext__chinchilla,22255379345.352547,424609581.1910424,6e+19,2.6599757580335908,True,near_duplicate_params
ml_scalefit,massivetext,chinchilla,,ml_scalefit__massivetext__chinchilla,9701474632.412956,1592872901.2321882,1e+20,2.6086671008223323,True,off_center
ml_scalefit,massivetext,chinchilla,,ml_scalefit__massivetext__chinchilla,11076167303.840559,1609079694.5377884,1e+20,2.5969714788717795,True,off_center
ml_scalefit,massivetext,chinchilla,,ml_scalefit__massivetext__chinchilla,4942760196.716388,305635704.16684055,1e+19,2.9496634486869637,True,near_duplicate_params
ml_scalefit,massivetext,chinchilla,,ml_scalefit__massivetext__chinchilla,5484618680.273423,278352106.50014794,1e+19,2.940838357413416,True,near_duplicate_params
ml_scalefit,massivetext,chinchilla,,ml_scalefit__massivetext__chinchilla,8909294720.755877,174942805.3902319,1e+19,2.940838357413416,True,near_duplicate_params
ml_scalefit,massivetext,chinchilla,,ml_scalefit__massivetext__chinchilla,10823481093.385878,139739645.58438575,1e+19,2.976297938663035,False,none
ml_scalefit,massivetext,chinchilla,,ml_scalefit__massivetext__chinchilla,6872663606.136138,663957062.9504797,3e+19,2.7449912897159163,False,none
ml_scalefit,massivetext,chinchilla,,ml_scalefit__massivetext__chinchilla,7339807939.215273,632224418.5008065,3e+19,2.736778556603052,True,exact_duplicate
ml_scalefit,massivetext,chinchilla,,ml_scalefit__massivetext__chinchilla,7536416536.360542,724283353.8088524,3e+19,2.724508563490356,False,none
ml_scalefit,massivetext,chinchilla,,ml_scalefit__massivetext__chinchilla,7776291425.714669,116713582.06850936,6e+18,3.07143034313885,False,none
ml_scalefit,massivetext,chinchilla,,ml_scalefit__massivetext__chinchilla,9514050970.098192,174943053.48957258,1e+19,2.940838357413416,False,none
ml_scalefit,massivetext,chinchilla,,ml_scalefit__massivetext__chinchilla,13445910222.397472,12568994539.217417,1e+21,2.416772019301729,False,none
ml_scalefit,massivetext,chinchilla,,ml_scalefit__massivetext__chinchilla,14769734071.473562,11451830548.130594,1e+21,2.405931333857799,False,none
